Unnamed: 0.1,Unnamed: 0,Text,Sentiment,Timestamp,Hashtags,Retweets,Likes,Year,Month,Day,Hour,Annotation
34,35, Feeling inspired after attending a workshop.       , Positive  ,2023-01-26 09:45:00, #Inspiration #Workshop                  ,25.0,50.0,2023,1,26,9,0
35,36, Winter sports day at the local park.               , Positive  ,2023-01-26 14:20:00, #WinterSports #Fun                     ,15.0,30.0,2023,1,26,14,0
36,37, Quality time with family this weekend.             , Positive  ,2023-01-26 17:40:00, #FamilyTime #Weekend                    ,22.0,45.0,2023,1,26,17,0
37,38, Attending a live music concert tonight.            , Positive  ,2023-01-27 20:00:00, #Music #ConcertNight                  ,18.0,35.0,2023,1,27,20,0
38,39, Practicing mindfulness with meditation.            , Positive  ,2023-01-27 12:30:00, #Mindfulness #Meditation               ,15.0,30.0,2023,1,27,12,0
39,40, Trying out a new dessert recipe.                   , Positive  ,2023-01-27 16:10:00, #Dessert #Cooking                      ,12.0,25.0,2023,1,27,16,0
40,41, Excited about the upcoming gaming tournament.      , Positive  ,2023-01-28 09:00:00, #Gaming #Tournament                     ,30.0,60.0,2023,1,28,9,0
41,42, Planning a garden makeover for spring.             , Positive  ,2023-01-28 14:45:00, #Gardening #Spring                     ,25.0,50.0,2023,1,28,14,0
42,43, Celebrating a friend's birthday tonight! 🎂       , Positive  ,2023-01-28 19:30:00, #Birthday #Celebration                  ,15.0,30.0,2023,1,28,19,0
43,44, Feeling accomplished after a productive day.       , Positive  ,2023-01-29 17:00:00, #Accomplished #Success               ,22.0,45.0,2023,1,29,17,0
44,45, A cozy evening with a good movie.                 , Positive  ,2023-01-29 20:20:00, #CozyNight #MovieTime                   ,18.0,35.0,2023,1,29,20,0
45,46, Exploring local art galleries this weekend.        , Positive  ,2023-01-30 11:30:00, #Art #GalleryExplore                    ,15.0,30.0,2023,1,30,11,0
46,47, New book release from my favorite author!          , Positive  ,2023-01-30 15:45:00, #BookRelease #FavoriteAuthor           ,12.0,25.0,2023,1,30,15,0
47,48, Attending a virtual reality meetup.                , Positive  ,2023-01-30 18:30:00, #VRMeetup #VirtualReality               ,28.0,55.0,2023,1,30,18,0
48,49, Reflecting on the beauty of nature.                , Positive  ,2023-01-31 10:45:00, #Nature #Reflection                     ,15.0,30.0,2023,1,31,10,0
49,50, Cooking a special dinner for loved ones.           , Positive  ,2023-01-31 19:00:00, #Cooking #SpecialDinner                ,20.0,40.0,2023,1,31,19,0
50,51, Feeling optimistic about the week ahead.           , Positive  ,2023-01-31 16:20:00, #Optimism #NewWeek                     ,15.0,30.0,2023,1,31,16,0
51,52, Starting a new fitness challenge tomorrow! 💪     , Positive  ,2023-02-01 08:00:00, #FitnessChallenge #NewBeginnings       ,22.0,45.0,2023,2,1,8,0
52,53, Sunday bike ride through scenic trails.           , Positive  ,2023-02-01 13:30:00, #BikeRide #ScenicTrails                ,18.0,35.0,2023,2,1,13,0
53,55, Can't believe the injustice happening in our society., Anger        ,2023-02-11 09:30:00, #Injustice #Angry                            ,20.0,40.0,2023,2,11,9,0
54,56, Feeling a sense of fear after watching a thriller movie. , Fear         ,2023-02-11 21:15:00, #Fear #ThrillerMovie                         ,15.0,30.0,2023,2,11,21,0
55,57, Heartbroken after hearing the news about a natural disaster. , Sadness      ,2023-02-12 14:45:00, #Sadness #NaturalDisaster                    ,25.0,50.0,2023,2,12,14,0
56,58, The state of the world's environment is just disgusting. , Disgust      ,2023-02-12 18:20:00, #Disgust #Environment                        ,18.0,35.0,2023,2,12,18,0
57,59, Pure happiness: celebrating a loved one's achievement! , Happiness    ,2023-02-13 10:00:00, #Happiness #Celebration                   ,30.0,60.0,2023,2,13,10,0
58,60, Laughter is the best medicine—enjoying a comedy show. , Joy          ,2023-02-13 19:30:00, #Joy #ComedyShow                             ,22.0,45.0,2023,2,13,19,0
59,61, Sharing love and positive vibes with everyone! ❤️      , Love         ,2023-02-14 08:30:00, #Love #SpreadLove                            ,15.0,30.0,2023,2,14,8,0
60,62, An amusing incident brightened up my day!               , Amusement    ,2023-02-14 14:20:00, #Amusement #FunTimes                         ,18.0,35.0,2023,2,14,14,0
61,63, Enjoying a quiet evening with a book and some tea.      , Enjoyment    ,2023-02-14 19:45:00, #Enjoyment #BookTime                         ,25.0,50.0,2023,2,14,19,0
62,64, Admiring the beauty of nature during a peaceful hike.   , Admiration   ,2023-02-15 11:30:00, #Admiration #Nature                         ,20.0,40.0,2023,2,15,11,0
63,65, Sending affectionate vibes to all my followers!          , Affection    ,2023-02-15 16:00:00, #Affection #PositiveVibes                   ,15.0,30.0,2023,2,15,16,0
64,66, Experiencing awe at the breathtaking sunset.            , Awe          ,2023-02-15 20:30:00, #Awe #Breathtaking                          ,22.0,45.0,2023,2,15,20,0
65,67, Disappointed with the service at a local restaurant.    , Disappointed ,2023-02-16 09:00:00, #Disappointed #BadService                   ,18.0,35.0,2023,2,16,9,0
66,68, A surprise gift from a friend made my day!              , Surprise     ,2023-02-16 14:45:00, #Surprise #Gift                              ,25.0,50.0,2023,2,16,14,0
67,69, Finding acceptance in the midst of life's challenges.   , Acceptance   ,2023-02-16 18:20:00, #Acceptance #Challenges                     ,15.0,30.0,2023,2,16,18,0
68,70, Overflowing with adoration for my adorable pet! 🐾      , Adoration    ,2023-02-17 10:45:00, #Adoration #PetLove                         ,22.0,45.0,2023,2,17,10,0
69,71, Anticipating a thrilling adventure in the coming weeks. , Anticipation ,2023-02-17 07:30:00, #Anticipation #Adventure                    ,20.0,40.0,2023,2,17,7,0
70,72, A bitter experience turned into a valuable lesson.      , Bitter       ,2023-02-17 15:00:00, #BitterLesson #Growth                      ,18.0,35.0,2023,2,17,15,0
71,73, Finding calmness in the midst of a busy day.            , Calmness     ,2023-02-18 09:30:00, #Calmness #PeacefulMind                    ,15.0,30.0,2023,2,18,9,0
72,74, Confusion clouds my mind as I navigate through decisions., Confusion    ,2023-02-18 14:20:00, #Confusion #DecisionMaking                 ,25.0,50.0,2023,2,18,14,8
73,75, Excitement building up for the upcoming vacation!       , Excitement   ,2023-02-18 18:45:00, #Excitement #TravelPlans                   ,22.0,45.0,2023,2,18,18,0
74,76, Kindness witnessed today restored my faith in humanity. , Kind         ,2023-02-19 11:30:00, #Kindness #Humanity                        ,20.0,40.0,2023,2,19,11,0
75,77, Pride in achieving a personal milestone.               , Pride        ,2023-02-19 16:00:00, #Pride #Milestone                           ,30.0,60.0,2023,2,19,16,0
76,78, A moment of shame for not standing up against injustice. , Shame        ,2023-02-19 19:45:00, #Shame #Injustice                           ,15.0,30.0,2023,2,19,19,7
77,79, Fuming with anger after a heated argument.            , Anger        ,2023-02-20 09:30:00, #Anger #Argument                             ,20.0,40.0,2023,2,20,9,0
78,80, The fear of the unknown is keeping me up at night.    , Fear         ,2023-02-20 21:15:00, #Fear #Unknown                               ,15.0,30.0,2023,2,20,21,0
79,81, Heartfelt sadness after bidding farewell to a dear friend. , Sadness      ,2023-02-21 14:45:00, #Sadness #Farewell                          ,25.0,50.0,2023,2,21,14,1
80,82, The state of corruption in our society is utterly disgusting. , Disgust      ,2023-02-21 18:20:00, #Disgust #Corruption                         ,18.0,35.0,2023,2,21,18,0
81,83, Overflowing happiness: welcoming a new family member!  , Happiness    ,2023-02-22 10:00:00, #Happiness #NewFamilyMember                 ,30.0,60.0,2023,2,22,10,0
82,84, Laughter is the key to joy—attending a stand-up comedy show. , Joy          ,2023-02-22 19:30:00, #Joy #StandUpComedy                         ,22.0,45.0,2023,2,22,19,0
83,85, Sending love to all my followers on this beautiful day! ❤️ , Love         ,2023-02-23 08:30:00, #Love #SpreadLove                            ,15.0,30.0,2023,2,23,8,0
84,86, Amused by the antics of my pet—it's pure amusement!      , Amusement    ,2023-02-23 14:20:00, #Amusement #PetAntics                       ,18.0,35.0,2023,2,23,14,0
85,87, Enjoying every moment of this trip—pure enjoyment!      , Enjoyment    ,2023-02-23 19:45:00, #Enjoyment #Travel                           ,25.0,50.0,2023,2,23,19,0
86,88, Admiring the dedication of volunteers at a local charity. , Admiration   ,2023-02-24 11:30:00, #Admiration #Volunteers                     ,20.0,40.0,2023,2,24,11,0
87,89, Sending affectionate vibes to friends and family.        , Affection    ,2023-02-24 16:00:00, #Affection #FamilyLove                      ,15.0,30.0,2023,2,24,16,0
88,90, Awe-struck by the beauty of the night sky.               , Awe          ,2023-02-24 20:30:00, #Awe #StarryNight                        ,22.0,45.0,2023,2,24,20,0
89,91, Disappointed with the lack of progress in a personal project. , Disappointed ,2023-02-25 09:00:00, #Disappointed #Project                     ,18.0,35.0,2023,2,25,9,0
90,92, A surprise visit from an old friend brought tears of joy. , Surprise     ,2023-02-25 14:45:00, #Surprise #OldFriends                       ,25.0,50.0,2023,2,25,14,0
91,93, Embracing acceptance of life's ups and downs.           , Acceptance   ,2023-02-25 18:20:00, #Acceptance #LifeJourney                   ,15.0,30.0,2023,2,25,18,0
92,94, Overflowing adoration for a cute rescue puppy! 🐶       , Adoration    ,2023-02-26 10:45:00, #Adoration #PuppyLove                       ,22.0,45.0,2023,2,26,10,0
93,95, Anticipating the release of a much-awaited movie.       , Anticipation ,2023-02-26 07:30:00, #Anticipation #MovieRelease                 ,20.0,40.0,2023,2,26,7,0
94,96, Bitter experience at the customer service department.   , Bitter       ,2023-02-26 15:00:00, #BitterExperience #CustomerService         ,18.0,35.0,2023,2,26,15,0
95,97, Finding calmness amidst the chaos of daily life.        , Calmness     ,2023-02-27 09:30:00, #Calmness #InnerPeace                      ,15.0,30.0,2023,2,27,9,0
96,98, Confusion reigns as I try to make sense of recent events., Confusion    ,2023-02-27 14:20:00, #Confusion #MakingSense                    ,25.0,50.0,2023,2,27,14,0
97,99, Excitement building up for a surprise birthday party.   , Excitement   ,2023-02-27 18:45:00, #Excitement #SurpriseParty                 ,22.0,45.0,2023,2,27,18,0
98,100, Witnessed an act of kindness that made my day.          , Kind         ,2023-02-28 11:30:00, #Kindness #ActsOfKindness                  ,20.0,40.0,2023,2,28,11,0
99,101, Pride in completing a challenging fitness challenge.    , Pride        ,2023-02-28 16:00:00, #Pride #FitnessChallengeCompleted          ,30.0,60.0,2023,2,28,16,0
100,102, A moment of shame for not speaking up against injustice., Shame        ,2023-02-28 19:45:00, #Shame #Injustice                           ,15.0,30.0,2023,2,28,19,0
101,103, Reflecting on the beauty of diversity in our world.     , Acceptance   ,2023-03-01 10:45:00, #Acceptance #Diversity                      ,22.0,45.0,2023,3,1,10,0
102,104, Excitement for a quiet evening with a good book.        , Excitement   ,2023-03-01 13:30:00, #Excitement #BookTime                       ,18.0,35.0,2023,3,1,13,0
103,105, Feeling bitter about the unfairness in the workplace.   , Bitter       ,2023-03-01 17:45:00, #Bitter #Unfairness                         ,15.0,30.0,2023,3,1,17,1
104,106, Calmness prevails as I practice mindfulness.            , Calmness     ,2023-03-02 18:00:00, #Calmness #Mindfulness                      ,15.0,30.0,2023,3,2,18,0
105,107, Confusion surrounds me as I navigate through life's choices. , Confusion ,2023-03-02 13:15:00, #Confusion #LifeChoices                     ,30.0,60.0,2023,3,2,13,8
106,108, Excitement for a weekend road trip to explore new places. , Excitement ,2023-03-02 16:45:00, #Excitement #WeekendAdventure               ,25.0,50.0,2023,3,2,16,0
107,109, Kindness witnessed today restores my faith in humanity.  , Kind         ,2023-03-03 11:30:00, #Kindness #HumanityRestored                 ,22.0,45.0,2023,3,3,11,0
108,110, Pride in accomplishing personal and professional goals.  , Pride        ,2023-03-03 14:30:00, #Pride #Accomplishments                     ,12.0,25.0,2023,3,3,14,0
109,111, Shame for not being true to my values in a difficult situation., Shame ,2023-03-03 12:00:00, #Shame #Integrity                           ,15.0,30.0,2023,3,3,12,7
110,112," Revisiting old memories, feeling a sense of elation. ", Elation       ,2010-05-15 15:30:00, #Elation #Memories                             ,20.0,40.0,2010,5,15,15,0
111,113, The victory of our team brought euphoria to the city. , Euphoria      ,2021-08-10 21:15:00, #Euphoria #Victory                             ,15.0,30.0,2021,8,10,21,0
112,114," Embracing the beauty of nature, a moment of contentment. ", Contentment   ,2011-06-20 14:45:00, #Contentment #Nature                           ,25.0,50.0,2011,6,20,14,0
113,115," Meditating by the serene lake, finding inner peace.   ", Serenity      ,2022-02-12 18:20:00, #Serenity #Meditation                          ,18.0,35.0,2022,2,12,18,0
114,116, Overflowing with gratitude for life's blessings.      , Gratitude     ,2012-11-25 10:00:00, #Gratitude #Blessed                            ,30.0,60.0,2012,11,25,10,0
115,117," Hopeful for a brighter tomorrow, despite challenges.  ", Hope          ,2013-04-05 19:30:00, #Hope #Optimism                                ,22.0,45.0,2013,4,5,19,0
116,118, Empowered to make a difference in my community.        , Empowerment   ,2014-09-14 08:30:00, #Empowerment #Community                        ,15.0,30.0,2014,9,14,8,0
117,119, Compassion in action: supporting a local charity event. , Compassion    ,2015-07-18 14:20:00, #Compassion #CharityEvent                   ,18.0,35.0,2015,7,18,14,0
118,120," A moment of tenderness, connecting with loved ones.    ", Tenderness    ,2016-02-23 19:45:00, #Tenderness #FamilyTime                       ,25.0,50.0,2016,2,23,19,0
119,121, Arousal of excitement as I await a special announcement., Arousal       ,2017-10-30 11:30:00, #Arousal #Excitement                           ,20.0,40.0,2017,10,30,11,0
120,122, Enthusiastically diving into a new project.            , Enthusiasm    ,2018-06-15 16:00:00, #Enthusiasm #NewProject                       ,15.0,30.0,2018,6,15,16,0
121,123, Feeling a sense of fulfillment after reaching a milestone., Fulfillment  ,2019-03-28 18:20:00, #Fulfillment #Milestone                       ,22.0,45.0,2019,3,28,18,0
122,124, Reverence for the beauty of a historic landmark.       , Reverence     ,2019-11-11 15:00:00, #Reverence #History                           ,18.0,35.0,2019,11,11,15,0
123,125, Elation after a surprise reunion with old friends.    , Elation       ,2020-04-02 09:30:00, #Elation #OldFriends                          ,25.0,50.0,2020,4,2,9,0
124,126, The euphoria of a live music concert under the stars.  , Euphoria      ,2021-06-19 14:45:00, #Euphoria #LiveMusic                          ,15.0,30.0,2021,6,19,14,0
125,127, Contentment in the simplicity of a quiet Sunday.       , Contentment   ,2010-08-15 10:00:00, #Contentment #SundayMood                      ,30.0,60.0,2010,8,15,10,0
126,128, Serenity found in the pages of a favorite book.        , Serenity      ,2011-09-22 19:30:00, #Serenity #BookTime                           ,22.0,45.0,2011,9,22,19,0
127,129, Gratitude for the support received during tough times. , Gratitude     ,2012-03-10 08:30:00, #Gratitude #Supportive                        ,15.0,30.0,2012,3,10,8,0
128,130, Hopeful about the possibilities of a new journey.      , Hope          ,2013-12-05 16:00:00, #Hope #NewBeginnings                          ,18.0,35.0,2013,12,5,16,0
129,131, Empowerment through learning and personal growth.      , Empowerment   ,2014-07-20 11:30:00, #Empowerment #PersonalGrowth                  ,25.0,50.0,2014,7,20,11,0
130,132, Compassion towards those in need during the holidays.  , Compassion    ,2015-12-22 14:20:00, #Compassion #HolidaySupport                   ,18.0,35.0,2015,12,22,14,0
131,133, Tenderness in the warmth of a cozy winter evening.     , Tenderness    ,2016-02-10 19:45:00, #Tenderness #CozyEvening                     ,25.0,50.0,2016,2,10,19,0
132,134, Arousal of excitement for an upcoming adventure.       , Arousal       ,2017-04-30 11:30:00, #Arousal #AdventureTime                       ,20.0,40.0,2017,4,30,11,0
133,135, Enthusiasm for a creative project in the making.       , Enthusiasm    ,2018-09-15 16:00:00, #Enthusiasm #Creativity                       ,15.0,30.0,2018,9,15,16,0
134,136, Fulfillment in completing a challenging workout routine., Fulfillment  ,2019-06-28 18:20:00, #Fulfillment #FitnessGoals                   ,22.0,45.0,2019,6,28,18,0
135,137, Reverence for the artistry displayed in a museum.      , Reverence     ,2020-11-11 15:00:00, #Reverence #ArtAppreciation                  ,18.0,35.0,2020,11,11,15,0
136,138, Elation after achieving a personal goal.               , Elation       ,2021-03-02 09:30:00, #Elation #PersonalAchievement                ,25.0,50.0,2021,3,2,9,0
137,139, Elation over discovering a hidden gem in the city.   , Elation       ,2012-02-18 14:30:00, #Elation #HiddenGem                            ,20.0,40.0,2012,2,18,14,0
138,140, The euphoria of a surprise birthday celebration.     , Euphoria      ,2018-11-05 21:45:00, #Euphoria #BirthdaySurprise                   ,15.0,30.0,2018,11,5,21,0
139,141, Contentment in the simplicity of a home-cooked meal. , Contentment   ,2015-09-12 13:20:00, #Contentment #HomeCooking                     ,25.0,50.0,2015,9,12,13,0
140,142, Serenity found in the melody of a peaceful piano.    , Serenity      ,2016-07-30 18:10:00, #Serenity #PeacefulMelody                    ,18.0,35.0,2016,7,30,18,0
141,143, Gratitude for the supportive community around me.    , Gratitude     ,2013-04-20 10:30:00, #Gratitude #CommunitySupport                   ,30.0,60.0,2013,4,20,10,0
142,144, Hopeful about the prospects of a new business venture., Hope          ,2017-12-08 19:15:00, #Hope #BusinessVenture                        ,22.0,45.0,2017,12,8,19,0
143,145, Empowerment through mentoring and guiding others.    , Empowerment   ,2014-06-03 08:20:00, #Empowerment #Mentorship                      ,15.0,30.0,2014,6,3,8,0
144,146, Compassion shown through acts of kindness in the community., Compassion,2019-01-15 14:50:00, #Compassion #CommunityKindness               ,18.0,35.0,2019,1,15,14,0
145,147, Tenderness in a heartfelt message to a loved one.    , Tenderness    ,2016-12-25 19:30:00, #Tenderness #LoveNote                         ,25.0,50.0,2016,12,25,19,0
146,148, Arousal of excitement before a much-awaited trip.    , Arousal       ,2018-03-10 09:45:00, #Arousal #TravelAdventure                     ,20.0,40.0,2018,3,10,9,0
147,149, Enthusiasm for a new artistic project in the works.  , Enthusiasm    ,2020-09-17 16:30:00, #Enthusiasm #ArtisticProject                 ,15.0,30.0,2020,9,17,16,0
148,150, Feeling a sense of fulfillment after helping others. , Fulfillment   ,2011-08-28 18:45:00, #Fulfillment #HelpingOthers                  ,22.0,45.0,2011,8,28,18,0
149,151, Reverence for the historical significance of a landmark., Reverence ,2017-11-01 15:30:00, #Reverence #HistoricalSite                   ,18.0,35.0,2017,11,1,15,0
150,152, Elation after achieving a fitness milestone.         , Elation       ,2019-06-15 10:00:00, #Elation #FitnessMilestone                   ,25.0,50.0,2019,6,15,10,0
151,153, The euphoria of a successful product launch.         , Euphoria      ,2022-04-03 11:45:00, #Euphoria #ProductLaunchSuccess              ,15.0,30.0,2022,4,3,11,0
152,154, Contentment in the embrace of a loved one.           , Contentment   ,2010-11-12 20:20:00, #Contentment #Love                             ,30.0,60.0,2010,11,12,20,0
153,155, Serenity found in the beauty of a sunset by the sea.  , Serenity      ,2011-07-22 18:30:00, #Serenity #SunsetViews                       ,22.0,45.0,2011,7,22,18,0
154,156, Gratitude for the small joys that each day brings.   , Gratitude     ,2012-03-30 11:20:00, #Gratitude #SmallJoys                        ,15.0,30.0,2012,3,30,11,0
155,157, Hopeful about the potential for personal growth.      , Hope          ,2013-10-05 16:40:00, #Hope #PersonalDevelopment                    ,18.0,35.0,2013,10,5,16,0
156,158, Empowerment through learning a new skill.            , Empowerment   ,2014-07-10 13:15:00, #Empowerment #SkillBuilding                   ,25.0,50.0,2014,7,10,13,0
157,159, Compassion in volunteering for a local charity.       , Compassion    ,2015-12-18 14:20:00, #Compassion #VolunteerWork                   ,18.0,35.0,2015,12,18,14,0
158,160, Tenderness in a quiet moment shared with a pet.      , Tenderness    ,2016-02-10 19:45:00, #Tenderness #PetLove                          ,25.0,50.0,2016,2,10,19,0
159,161, Arousal of excitement for an upcoming festival.       , Arousal       ,2017-09-25 11:30:00, #Arousal #FestivalExcitement               ,20.0,40.0,2017,9,25,11,0
160,162, Enthusiasm for a DIY home improvement project.       , Enthusiasm    ,2018-04-15 16:00:00, #Enthusiasm #HomeImprovement                 ,15.0,30.0,2018,4,15,16,0
161,163, Fulfillment in completing a challenging puzzle.      , Fulfillment   ,2019-11-28 18:20:00, #Fulfillment #PuzzleChallenge                ,22.0,45.0,2019,11,28,18,0
162,164, Reverence for the wonders of nature on a hiking trail., Reverence ,2020-05-11 15:00:00, #Reverence #NatureExploration                ,18.0,35.0,2020,5,11,15,0
163,165, Elation after a surprise reunion with a childhood friend., Elation   ,2021-02-05 09:30:00, #Elation #FriendshipReunion                  ,25.0,50.0,2021,2,5,9,0
164,166, Suffering from despair after another setback.      , Despair         ,2021-03-10 08:30:00, #Despair #Struggle                              ,5.0,10.0,2021,3,10,8,1
165,167," Overwhelmed by grief, missing a loved one dearly.  ", Grief           ,2022-07-05 15:45:00, #Grief #Loss                                   ,8.0,15.0,2022,7,5,15,1
166,168, Loneliness creeps in as the night grows colder.    , Loneliness      ,2019-11-18 21:20:00, #Loneliness #Isolation                         ,10.0,20.0,2019,11,18,21,1
167,169, Jealousy consumes me as I witness others' success. , Jealousy        ,2020-08-12 11:30:00, #Jealousy #Envy                               ,12.0,25.0,2020,8,12,11,1
168,170, Resentment building up over past betrayals.        , Resentment      ,2018-05-22 14:45:00, #Resentment #Bitterness                       ,7.0,15.0,2018,5,22,14,1
169,171, Frustration mounts as obstacles block my path.     , Frustration     ,2017-01-30 16:10:00, #Frustration #Obstacles                       ,10.0,20.0,2017,1,30,16,1
170,172," Boredom sets in, the day feels endlessly dull.     ", Boredom         ,2016-09-28 19:45:00, #Boredom #LackOfInterest                     ,8.0,15.0,2016,9,28,19,1
171,173," Anxiety grips my heart, worry clouds my thoughts.  ", Anxiety         ,2019-04-15 09:00:00, #Anxiety #Worry                               ,12.0,25.0,2019,4,15,9,1
172,174, Intimidation by the unknown future ahead.          , Intimidation    ,2021-12-03 18:30:00, #Intimidation #Fear                           ,15.0,30.0,2021,12,3,18,1
173,175, Helplessness sinks in as challenges pile up.       , Helplessness    ,2020-06-20 14:20:00, #Helplessness #Overwhelmed                    ,8.0,15.0,2020,6,20,14,1
174,176, Envy eats away at me as I see others' prosperity.  , Envy            ,2018-11-07 11:30:00, #Envy #Desire                                ,10.0,20.0,2018,11,7,11,1
175,177, Regret over missed opportunities haunts my thoughts., Regret         ,2017-08-25 16:00:00, #Regret #MissedChances                       ,12.0,25.0,2017,8,25,16,1
176,178, Disgust at the sight of injustice and cruelty.     , Disgust         ,2019-02-11 09:45:00, #Disgust #Injustice                          ,7.0,15.0,2019,2,11,9,1
177,179," Drowning in despair, hope slipping through my fingers.", Despair      ,2016-04-02 20:20:00, #Despair #Hopeless                           ,10.0,20.0,2016,4,2,20,1
178,180," Grief weighs heavy, tears a constant companion.    ", Grief           ,2015-10-18 15:30:00, #Grief #Tears                                ,12.0,25.0,2015,10,18,15,1
179,181," Loneliness in a crowded room, a silent cry for connection.", Loneliness ,2019-07-12 18:10:00, #Loneliness #SeekingConnection              ,15.0,30.0,2019,7,12,18,1
180,182," Jealousy gnaws at my confidence, a toxic emotion.  ", Jealousy        ,2018-06-03 16:30:00, #Jealousy #Insecurity                       ,8.0,15.0,2018,6,3,16,1
181,183," Resentment festers, poisoning relationships.       ", Resentment      ,2022-01-15 12:00:00, #Resentment #BrokenTrust                     ,10.0,20.0,2022,1,15,12,1
