Unnamed: 0.1,Unnamed: 0,Text,Sentiment,Timestamp,User,Platform,Hashtags,Retweets,Likes,Country,Year,Month,Day,Hour,country_clean,continent
138,140,The euphoria of a surprise birthday celebration.,Euphoria,2018-11-05 21:45:00,BirthdayJoy,Instagram,#Euphoria #BirthdaySurprise,15.0,30.0,UK,2018,11,5,21,UK,Europe
143,145,Empowerment through mentoring and guiding others.,Empowerment,2014-06-03 08:20:00,MentorEmpower,Twitter,#Empowerment #Mentorship,15.0,30.0,UK,2014,6,3,8,UK,Europe
145,147,Tenderness in a heartfelt message to a loved one.,Tenderness,2016-12-25 19:30:00,LoveExpress,Facebook,#Tenderness #LoveNote,25.0,50.0,UK,2016,12,25,19,UK,Europe
150,152,Elation after achieving a fitness milestone.,Elation,2019-06-15 10:00:00,FitnessAchiever2,Instagram,#Elation #FitnessMilestone,25.0,50.0,UK,2019,6,15,10,UK,Europe
155,157,Hopeful about the potential for personal growth.,Hope,2013-10-05 16:40:00,GrowthOptimist,Twitter,#Hope #PersonalDevelopment,18.0,35.0,UK,2013,10,5,16,UK,Europe
159,161,Arousal of excitement for an upcoming festival.,Arousal,2017-09-25 11:30:00,FestivalFan,Instagram,#Arousal #FestivalExcitement,20.0,40.0,UK,2017,9,25,11,UK,Europe
166,168,Loneliness creeps in as the night grows colder.,Loneliness,2019-11-18 21:20:00,SolitarySoul,Facebook,#Loneliness #Isolation,10.0,20.0,UK,2019,11,18,21,UK,Europe
171,173,"Anxiety grips my heart, worry clouds my thoughts.",Anxiety,2019-04-15 09:00:00,WorriedMind,Instagram,#Anxiety #Worry,12.0,25.0,UK,2019,4,15,9,UK,Europe
175,177,Regret over missed opportunities haunts my thoughts.,Regret,2017-08-25 16:00:00,RemorsefulSoul,Facebook,#Regret #MissedChances,12.0,25.0,UK,2017,8,25,16,UK,Europe
179,181,"Loneliness in a crowded room, a silent cry for connection.",Loneliness,2019-07-12 18:10:00,IsolatedMind,Twitter,#Loneliness #SeekingConnection,15.0,30.0,UK,2019,7,12,18,UK,Europe
184,186,"Anxiety grips my chest, a relentless grip on my thoughts.",Anxiety,2018-09-05 09:30:00,RestlessMind,Facebook,#Anxiety #Restlessness,10.0,20.0,UK,2018,9,5,9,UK,Europe
189,191,Disgust at the corruption that stains society.,Disgust,2016-07-01 09:45:00,CorruptedHeart,Instagram,#Disgust #Corruption,7.0,15.0,UK,2016,7,1,9,UK,Europe
195,197,"Frustration escalates, a thunderstorm of emotions.",Frustration,2022-04-05 14:45:00,ThunderingMind,Instagram,#Frustration #EmotionalOutburst,12.0,25.0,UK,2022,4,5,14,UK,Europe
199,201,"The complex puzzle of life leaves me in a state of perpetual confusion, seeking answers in the chaos.",Confusion,2020-04-02 09:45:00,SeekingClarity,Facebook,#Confusion #LifePuzzle,10.0,20.0,UK,2020,4,2,9,UK,Europe
204,206,"Embracing the ebb and flow of life, finding acceptance in the dance of existence.",Acceptance,2023-01-10 16:20:00,ZenLifestyle,Instagram,#Acceptance #LifeJourney,15.0,30.0,UK,2023,1,10,16,UK,Europe
209,211,"Entangled in the web of thoughts, confusion reigning as I navigate the labyrinth of ideas.",Confusion,2021-05-15 11:45:00,ThoughtExplorer,Twitter,#Confusion #ThoughtLabyrinth,15.0,30.0,UK,2021,5,15,11,UK,Europe
213,215,"A tapestry of conflicting feelings, weaving through uncertainty, caught in the threads of ambivalence.",Ambivalence,2022-01-05 10:30:00,ThreadWeaver,Instagram,#Ambivalence #ConflictingFeelings,12.0,25.0,UK,2022,1,5,10,UK,Europe
218,220,"Drifting through the day with a nonchalant demeanor, embracing the art of indifference.",Indifference,2023-02-10 17:00:00,NonchalantSpirit,Twitter,#Indifference #DriftingThroughLife,9.0,18.0,UK,2023,2,10,17,UK,Europe
225,227,"A fiery determination burning within, fueled by the vision of reaching unparalleled heights.",Determination,2021-09-10 14:45:00,VisionarySpirit,Instagram,#Determination #UnparalleledHeights,20.0,40.0,UK,2021,9,10,14,UK,Europe
229,233,"An impenetrable numbness shields me from the emotional storms, a fortress of stoic resilience.",Numbness,2019-10-18 14:30:00,ResilientFortress,Twitter,#Numbness #StoicResilience,11.0,22.0,UK,2019,10,18,14,UK,Europe
236,240,"Curiosity driving the exploration of the unknown, a seeker of knowledge in uncharted territories.",Curiosity,2022-05-08 08:45:00,SeekerOfUnknowns,Instagram,#Curiosity #SeekerOfKnowledge,22.0,45.0,UK,2022,5,8,8,UK,Europe
240,244,"Melancholy as a companion, painting the canvas of life with the brushstrokes of wistful yearning.",Melancholy,2019-02-25 21:00:00,WistfulPainter,Facebook,#Melancholy #WistfulYearning,13.0,26.0,UK,2019,2,25,21,UK,Europe
244,248,"Determination ablaze, forging a path through challenges, sculpting dreams into tangible realities.",Determination,2021-10-10 14:45:00,DreamSculptor,Twitter,#Determination #SculptingDreams,20.0,40.0,UK,2021,10,10,14,UK,Europe
253,257,"Extending a hand, empathetic threads weaving a tapestry of understanding, embracing the joys and sorrows of others.",Empathetic,2018-04-03 14:15:00,ThreadWeaver,Instagram,#Empathetic #TapestryOfUnderstanding,15.0,30.0,UK,2018,4,3,14,UK,Europe
257,261,"Bathed in the glow of inspiration, a creative phoenix rising from the ashes of ordinary thoughts to explore new realms.",Inspired,2019-10-25 16:50:00,PhoenixExplorer,Twitter,#Inspired #CreativePhoenix,15.0,30.0,UK,2019,10,25,16,UK,Europe
262,266,"In the embrace of the autumn breeze, leaves of ambivalence dancing in a waltz between choices and uncertainties.",Ambivalence,2019-09-14 10:20:00,BreezeWaltzer,Facebook,#Ambivalence #AutumnWaltz,14.0,28.0,UK,2019,9,14,10,UK,Europe
267,271,"Embraced by the hopeful dawn, a gardener sowing seeds of optimism, tending to the blooms of a brighter tomorrow.",Hopeful,2022-07-17 06:15:00,DawnGardener,Instagram,#Hopeful #SeedsOfOptimism,14.0,28.0,UK,2022,7,17,6,UK,Europe
272,276,"A free spirit soaring on the wings of dreams, leaving trails of independence in the azure sky of boundless possibilities.",Free-spirited,2020-06-10 10:05:00,DreamSoarer,Twitter,#FreeSpirit #WingsOfDreams,22.0,44.0,UK,2020,6,10,10,UK,Europe
277,281,"Whispering tales of inspiration to the stars, a storyteller crafting constellations from the threads of imagination.",Inspired,2020-08-29 20:45:00,StarStoryteller,Facebook,#Inspired #TalesToTheStars,14.0,28.0,UK,2020,8,29,20,UK,Europe
281,285,"Embraced by the hopeful dawn, a gardener sowing seeds of optimism, tending to the blooms of a brighter tomorrow.",Hopeful,2022-07-17 06:15:00,DawnGardener,Instagram,#Hopeful #SeedsOfOptimism,14.0,28.0,UK,2022,7,17,6,UK,Europe
286,290,"A free spirit soaring on the wings of dreams, leaving trails of independence in the azure sky of boundless possibilities.",Free-spirited,2020-06-10 10:05:00,DreamSoarer,Twitter,#FreeSpirit #WingsOfDreams,22.0,44.0,UK,2020,6,10,10,UK,Europe
291,295,"Whispering tales of inspiration to the stars, a storyteller crafting constellations from the threads of imagination.",Inspired,2020-08-29 20:45:00,StarStoryteller,Facebook,#Inspired #TalesToTheStars,14.0,28.0,UK,2020,8,29,20,UK,Europe
298,302,"Bitterness festering like a venomous vine, entwining the soul in a web of resentment, poisoning the garden of peace.",Bitterness,2019-03-08 14:20:00,VenomousSoul,Facebook,#Bitterness #ResentmentWeb,12.0,24.0,UK,2019,3,8,14,UK,Europe
302,306,"Apprehensive steps on the tightrope of uncertainty, a balancing act where the fall seems inevitable, anxiety a constant companion.",Apprehensive,2023-04-08 13:15:00,TightropeWalker,Twitter,#Apprehensive #BalancingAct,14.0,28.0,UK,2023,4,8,13,UK,Europe
308,312,"Dismissive glances, a fortress built with indifference, walls impenetrable to the pleas of understanding and recognition.",Dismissive,2018-05-10 14:00:00,IndifferentFort,Twitter,#Dismissive #ImpenetrableWalls,14.0,28.0,UK,2018,5,10,14,UK,Europe
311,315,"Fearful whispers in the dark, the mind haunted by the specter of the unknown, shadows dancing to the rhythm of anxiety's tune.",Fearful,2023-07-14 23:00:00,DarkWhispers,Twitter,#Fearful #SpecterOfTheUnknown,13.0,26.0,UK,2023,7,14,23,UK,Europe
316,320,"Frustrated attempts to mend a broken connection, the threads of understanding slipping through the fingers like grains of sand.",Frustrated,2020-09-03 12:15:00,BrokenThreads,Facebook,#Frustrated #SlippingThreads,14.0,28.0,UK,2020,9,3,12,UK,Europe
320,324,"Bitterness, a bitter chill in the air, freezing moments into icicles of resentment that dangle precariously over the landscape of memory.",Bitterness,2019-10-15 10:30:00,IcyResentment,Twitter,#Bitterness #IciclesOfResentment,15.0,30.0,UK,2019,10,15,10,UK,Europe
326,330,"Jealousy, a festering wound, the pain intensifying with each glance at the garden of others' achievements, blooming beyond the fence.",Jealous,2018-03-17 14:45:00,WoundedGarden,Twitter,#Jealous #BloomingAchievements,16.0,32.0,UK,2018,3,17,14,UK,Europe
335,339,Nostalgia hits while flipping through an old photo album.,Nostalgia,2019-06-28 19:00:00,MemoryLane,Facebook,#Nostalgia #OldMemories,22.0,45.0,UK,2019,6,28,19,UK,Europe
339,343,Excitement builds as the countdown to a long-awaited vacation begins.,Excitement,2023-01-10 12:00:00,VacationDreamer,Instagram,#Excitement #VacationCountdown,30.0,60.0,France,2023,1,10,12,France,Europe
342,346,Curiosity sparked by exploring a mysterious ancient ruin.,Curiosity,2016-08-22 15:10:00,HistoryExplorer,Facebook,#Curiosity #AncientDiscovery,18.0,35.0,Greece,2016,8,22,15,Greece,Europe
345,349,Inspiration strikes while observing the colors of a vibrant sunset.,Inspiration,2020-06-10 20:45:00,SunsetWatcher,Instagram,#Inspiration #ColorfulSunset,30.0,60.0,UK,2020,6,10,20,UK,Europe
350,354,Contemplating life's mysteries under the starry night sky.,Contemplation,2016-07-02 23:30:00,Stargazer,Twitter,#Contemplation #StarryNight,28.0,55.0,UK,2016,7,2,23,UK,Europe
354,358,Feeling blessed for the supportive community in times of need.,Blessed,2021-09-10 09:45:00,CommunityHelper,Instagram,#Blessed #SupportiveCommunity,18.0,35.0,UK,2021,9,10,9,UK,Europe
359,363,Appreciation for the vibrant culture experienced during travel.,Appreciation,2016-11-14 13:45:00,CultureExplorer,Twitter,#Appreciation #CulturalExperience,28.0,55.0,UK,2016,11,14,13,UK,Europe
363,367,Surprise and delight at discovering a hidden gem in the city.,Surprise,2019-10-18 16:45:00,CityExplorer,Instagram,#Surprise #HiddenGem,18.0,35.0,UK,2019,10,18,16,UK,Europe
367,371,Pride in achieving a personal milestone in career progression.,Pride,2016-04-15 14:50:00,CareerAchiever,Facebook,#Pride #CareerMilestone,28.0,55.0,UK,2016,4,15,14,UK,Europe
372,376,Intrigued by the symphony of colors in an abstract art exhibition.,Intrigue,2019-04-05 17:30:00,ArtConnoisseur,Twitter,#Intrigue #AbstractArt,18.0,35.0,France,2019,4,5,17,France,Europe
376,380,Spellbound by the elegance of a ballroom dance under crystal chandeliers.,Elegance,2018-06-12 20:30:00,DanceEnthusiast,Facebook,#Elegance #BallroomDance,28.0,55.0,UK,2018,6,12,20,UK,Europe
378,382,Pensive contemplation amid the ancient ruins of a forgotten civilization.,Pensive,2023-04-18 17:10:00,RuinsExplorer,Twitter,#Pensive #AncientCivilization,18.0,35.0,Greece,2023,4,18,17,Greece,Europe
379,383,Embracing the thrill of speed on a rollercoaster's exhilarating twists.,Thrill,2020-07-25 12:45:00,RollercoasterFan,Facebook,#Thrill #RollercoasterAdventure,22.0,45.0,Germany,2020,7,25,12,Germany,Europe
380,384,Harmony resonates as musicians play a melody of unity and togetherness.,Harmony,2019-11-30 19:30:00,MusicHarmonist,Instagram,#Harmony #MusicalUnity,35.0,70.0,Sweden,2019,11,30,19,Sweden,Europe
381,385,A burst of creativity in the quiet solitude of an artist's studio.,Creativity,2015-09-01 16:00:00,StudioArtist,Twitter,#Creativity #ArtistsHaven,15.0,30.0,Italy,2015,9,1,16,Italy,Europe
382,386,Radiant joy akin to blooming flowers on a sun-kissed spring morning.,Radiance,2022-05-05 10:15:00,SpringEnthusiast,Facebook,#Radiance #SpringBlooms,25.0,50.0,Netherlands,2022,5,5,10,Netherlands,Europe
384,388,Rejuvenated by the salty breeze and the sound of waves at the seaside.,Rejuvenation,2021-09-20 14:30:00,SeaBreezeLover,Twitter,#Rejuvenation #SeasideEscape,18.0,35.0,Spain,2021,9,20,14,Spain,Europe
385,389,Whispers of inspiration from the rustling leaves in a serene forest.,Inspiration,2016-11-15 11:45:00,ForestDreamer,Facebook,#Inspiration #ForestWhispers,28.0,55.0,Portugal,2016,11,15,11,Portugal,Europe
386,390,Savoring the warmth of a cup of cocoa on a chilly winter evening.,Coziness,2020-01-12 18:00:00,WinterWarmth,Instagram,#Coziness #WarmWinterEvening,30.0,60.0,Switzerland,2020,1,12,18,Switzerland,Europe
387,391,Heartfelt gratitude for the laughter shared during a family reunion.,Gratitude,2017-12-28 19:15:00,FamilyGatherer,Facebook,#Gratitude #FamilyLaughter,22.0,45.0,Austria,2017,12,28,19,Austria,Europe
388,392,"Embarking on a culinary adventure, savoring exotic flavors around the world.",Adventure,2019-03-02 20:20:00,CulinaryExplorer,Twitter,#Adventure #CulinaryJourney,35.0,70.0,Belgium,2019,3,2,20,Belgium,Europe
389,393,Euphoria floods in as the final puzzle piece clicks into place.,Euphoria,2022-06-08 15:30:00,PuzzleSolver,Instagram,#Euphoria #PuzzleCompletion,20.0,40.0,Denmark,2022,6,8,15,Denmark,Europe
390,394,Awe-inspired by the grandeur of an ancient cathedral's intricate architecture.,Awe,2018-08-18 14:45:00,CathedralVisitor,Facebook,#Awe #ArchitecturalGrandeur,18.0,35.0,Czech Republic,2018,8,18,14,Czech Republic,Europe
392,396,Immersed in the enchanting melodies of a street musician's violin.,Melodic,2019-04-05 17:30:00,MusicLover,Twitter,#Melodic #StreetMusic,18.0,35.0,France,2019,4,5,17,France,Europe
396,400,Dazzled by the elegance of a masquerade ball's dazzling costumes.,Dazzle,2018-06-12 20:30:00,MasqueradeAttendee,Facebook,#Dazzle #MasqueradeElegance,28.0,55.0,UK,2018,6,12,20,UK,Europe
398,402,Reflective contemplation amid the ruins of a forgotten era.,Reflection,2023-04-18 17:10:00,RuinsExplorer,Twitter,#Reflection #ForgottenEra,18.0,35.0,Greece,2023,4,18,17,Greece,Europe
399,403,Riding the adrenaline rush on a rollercoaster's wild twists.,Adrenaline,2020-07-25 12:45:00,ThrillSeeker,Facebook,#Adrenaline #RollercoasterThrills,22.0,45.0,Germany,2020,7,25,12,Germany,Europe
400,404,Harmony resonates as musicians play a symphony of unity.,Harmony,2019-11-30 19:30:00,MusicHarmonist,Instagram,#Harmony #MusicalUnity,35.0,70.0,Sweden,2019,11,30,19,Sweden,Europe
401,405,A burst of artistic creativity in the quietude of an artist's studio.,ArtisticBurst,2015-09-01 16:00:00,StudioArtist,Twitter,#ArtisticBurst #StudioCreativity,15.0,30.0,Italy,2015,9,1,16,Italy,Europe
402,406,Radiant joy akin to blossoming flowers on a sunlit spring morning.,Radiance,2022-05-05 10:15:00,SpringEnthusiast,Facebook,#Radiance #SpringBlooms,25.0,50.0,Netherlands,2022,5,5,10,Netherlands,Europe
404,408,Rejuvenated by the salty breeze and the sound of waves at the seaside.,Rejuvenation,2021-09-20 14:30:00,SeaBreezeLover,Twitter,#Rejuvenation #SeasideEscape,18.0,35.0,Spain,2021,9,20,14,Spain,Europe
405,409,Whispers of inspiration from the rustling leaves in a serene forest.,Inspiration,2016-11-15 11:45:00,ForestDreamer,Facebook,#Inspiration #ForestWhispers,28.0,55.0,Portugal,2016,11,15,11,Portugal,Europe
406,410,Savoring the warmth of a cup of cocoa on a chilly winter evening.,Coziness,2020-01-12 18:00:00,WinterWarmth,Instagram,#Coziness #WarmWinterEvening,30.0,60.0,Switzerland,2020,1,12,18,Switzerland,Europe
407,411,Heartfelt gratitude for the laughter shared during a family reunion.,Gratitude,2017-12-28 19:15:00,FamilyGatherer,Facebook,#Gratitude #FamilyLaughter,22.0,45.0,Austria,2017,12,28,19,Austria,Europe
408,412,"Embarking on a culinary odyssey, savoring flavors around the world.",CulinaryOdyssey,2019-03-02 20:20:00,CulinaryExplorer,Twitter,#CulinaryOdyssey #FlavorsAroundTheWorld,35.0,70.0,Belgium,2019,3,2,20,Belgium,Europe
409,413,Euphoria floods in as the final puzzle piece fits perfectly.,Euphoria,2022-06-08 15:30:00,PuzzleSolver,Instagram,#Euphoria #PerfectPuzzle,20.0,40.0,Denmark,2022,6,8,15,Denmark,Europe
410,414,Awe-struck by the grandeur of an ancient cathedral's intricate architecture.,Awe,2018-08-18 14:45:00,CathedralVisitor,Facebook,#Awe #ArchitecturalGrandeur,18.0,35.0,Czech Republic,2018,8,18,14,Czech Republic,Europe
413,417,Contentment envelops as the aroma of freshly baked bread fills the air.,Contentment,2017-06-10 12:15:00,BreadLover,Instagram,#Contentment #FreshBreadAroma,28.0,55.0,France,2017,6,10,12,France,Europe
415,419,"Lost in the pages of a captivating novel, transported to another world.",Immersion,2019-09-28 19:45:00,Bookworm,Twitter,#Immersion #CaptivatingNovel,20.0,40.0,UK,2019,9,28,19,UK,Europe
420,424,Awash with serenity as the sun sets over a tranquil lakeside retreat.,Serenity,2020-11-20 18:45:00,LakesideRetreater,Facebook,#Serenity #TranquilSunset,28.0,55.0,Germany,2020,11,20,18,Germany,Europe
423,427,"Tears fall like raindrops, mourning the end of a cherished friendship.",Grief,2020-11-28 14:20:00,FriendshipsEnd,Facebook,#Grief #LostFriendship,22.0,45.0,UK,2020,11,28,14,UK,Europe
425,429,"Shattered by betrayal, trust crumbles like fragile glass.",Betrayal,2018-09-10 13:15:00,BrokenTrust,Twitter,#Betrayal #ShatteredTrust,22.0,45.0,Germany,2018,9,10,13,Germany,Europe
428,432,"Haunted by regrets, the ghost of the past lingers relentlessly.",Regret,2018-12-15 10:00:00,LingeringGhost,Twitter,#Regret #HauntedPast,18.0,35.0,France,2018,12,15,10,France,Europe
429,433,"Torn apart by grief, the echoes of loss reverberate through the soul.",Grief,2015-06-28 21:15:00,EchoesOfLoss,Facebook,#Grief #TornApart,28.0,55.0,Italy,2015,6,28,21,Italy,Europe
431,435,"Soul-crushing disappointment, hopes shattered like fragile glass.",Disappointment,2019-10-08 18:30:00,ShatteredHopes,Twitter,#Disappointment #CrushedHopes,20.0,40.0,Spain,2019,10,8,18,Spain,Europe
432,436,"Painful echoes of a love once cherished, now lost in the abyss of time.",LostLove,2016-11-22 09:45:00,AbyssOfTime,Facebook,#LostLove #PainfulEchoes,22.0,45.0,Netherlands,2016,11,22,9,Netherlands,Europe
434,438,"Melancholy lingers, a bittersweet serenade in the quietude of solitude.",Melancholy,2017-03-12 23:30:00,SerenadeOfSolitude,Twitter,#Melancholy #QuietSerenade,18.0,35.0,UK,2017,3,12,23,UK,Europe
437,441,"Sorrowful echoes, a symphony of pain played by the strings of loss.",Sorrow,2018-05-22 20:45:00,StringsOfSorrow,Twitter,#Sorrow #SymphonyOfLoss,18.0,35.0,Germany,2018,5,22,20,Germany,Europe
439,443,"Desperation whispers, the silent plea for a glimmer of hope in the abyss.",Desperation,2019-04-30 14:00:00,WhisperedDespair,Instagram,#Desperation #GlimmerOfHope,22.0,45.0,France,2019,4,30,14,France,Europe
444,448,"A soul adrift in the sea of solitude, waves of loneliness crashing relentlessly.",Loneliness,2016-06-28 14:20:00,SolitudeSeas,Twitter,#Loneliness #CrashingWaves,22.0,45.0,UK,2016,6,28,14,UK,Europe
445,449,"The bitterness of betrayal, a taste that lingers, staining the palate of trust.",Bitterness,2019-10-22 17:00:00,PalateStainer,Instagram,#Bitterness #StainedTrust,15.0,30.0,Germany,2019,10,22,17,Germany,Europe
447,451,"Sinking like a stone in the ocean of heartbreak, each ripple a sigh of despair.",Heartbreak,2017-08-10 19:30:00,OceanSinker,Twitter,#Heartbreak #RippleOfDespair,22.0,45.0,France,2017,8,10,19,France,Europe
449,453,"In the wasteland of lost trust, the echoes of broken promises reverberate.",Betrayal,2016-12-12 10:00:00,TrustWasteland,Facebook,#Betrayal #ReverberatingPromises,25.0,50.0,Italy,2016,12,12,10,Italy,Europe
452,456,"Haunted by the specter of lost possibilities, a ghost that refuses to fade away.",Regret,2019-11-08 14:45:00,PossibilityGhost,Twitter,#Regret #FadingPossibilities,18.0,35.0,Spain,2019,11,8,14,Spain,Europe
455,459,"In the garden of broken dreams, petals fall, a silent testimony to shattered hopes.",Desolation,2018-06-10 13:30:00,DreamGardener,Twitter,#Desolation #ShatteredHopes,20.0,40.0,UK,2018,6,10,13,UK,Europe
457,461,"Wandering in the maze of betrayal, the walls closing in with every wrong turn.",Betrayal,2021-01-05 16:20:00,MazeWanderer,Instagram,#Betrayal #ClosingWalls,15.0,30.0,Germany,2021,1,5,16,Germany,Europe
460,464,"Like a withered rose in the garden of love, petals fall, a silent surrender to time.",Loss,2023-02-10 14:30:00,WitheredRose,Instagram,#Loss #SilentSurrender,28.0,55.0,France,2023,2,10,14,France,Europe
462,466,"Nostalgia, a bittersweet dance in the moonlit ballroom of cherished memories.",Nostalgia,2019-05-15 21:30:00,MoonlitMemories,Twitter,#Nostalgia #CherishedMemories,18.0,35.0,Italy,2019,5,15,21,Italy,Europe
463,467,"In the symphony of grief, each tear is a note, composing a melancholic melody.",Grief,2018-11-28 14:00:00,SymphonyOfTears,Facebook,#Grief #MelancholicMelody,22.0,45.0,Germany,2018,11,28,14,Germany,Europe
466,470,"Wandering through the cemetery of lost dreams, tombstones marking untold sorrows.",Desolation,2020-08-15 12:30:00,DreamCemetery,Facebook,#Desolation #UntoldSorrows,28.0,55.0,France,2020,8,15,12,France,Europe
467,471,"Swept away by the river of regret, the currents of the past refusing to release.",Regret,2017-04-28 16:20:00,RegretRiver,Instagram,#Regret #PastCurrents,18.0,35.0,UK,2017,4,28,16,UK,Europe
470,474,"The echoes of solitude, a silent conversation between a soul and its shadows.",Solitude,2016-06-15 22:30:00,EchoedConversation,Instagram,#Solitude #ShadowConversation,30.0,60.0,Spain,2016,6,15,22,Spain,Europe
473,477,"In the garden of contentment, each bloom whispers tales of inner peace and joy.",Contentment,2022-02-15 12:20:00,GardenOfJoy,Facebook,#Contentment #InnerPeace,25.0,50.0,UK,2022,2,15,12,UK,Europe
