Unnamed: 0.1,Unnamed: 0,Text,Sentiment,Timestamp,User,Platform,Hashtags,Retweets,Likes,Country,Year,Month,Day,Hour,country_clean,continent
95,97,Finding calmness amidst the chaos of daily life.,Calmness,2023-02-27 09:30:00,CalmSoul,Twitter,#Calmness #InnerPeace,15.0,30.0,India,2023,2,27,9,India,Asia
100,102,A moment of shame for not speaking up against injustice.,Shame,2023-02-28 19:45:00,ReflectiveSelf2,Facebook,#Shame #Injustice,15.0,30.0,India,2023,2,28,19,India,Asia
106,108,Excitement for a weekend road trip to explore new places.,Excitement,2023-03-02 16:45:00,RoadTripper2,Twitter,#Excitement #WeekendAdventure,25.0,50.0,India,2023,3,2,16,India,Asia
112,114,"Embracing the beauty of nature, a moment of contentment.",Contentment,2011-06-20 14:45:00,NatureLover2,Facebook,#Contentment #Nature,25.0,50.0,India,2011,6,20,14,India,Asia
121,123,Feeling a sense of fulfillment after reaching a milestone.,Fulfillment,2019-03-28 18:20:00,MilestoneAchiever,Facebook,#Fulfillment #Milestone,22.0,45.0,India,2019,3,28,18,India,Asia
127,129,Gratitude for the support received during tough times.,Gratitude,2012-03-10 08:30:00,SupportiveFriend,Facebook,#Gratitude #Supportive,15.0,30.0,India,2012,3,10,8,India,Asia
134,136,Fulfillment in completing a challenging workout routine.,Fulfillment,2019-06-28 18:20:00,FitnessAchiever,Twitter,#Fulfillment #FitnessGoals,22.0,45.0,India,2019,6,28,18,India,Asia
139,141,Contentment in the simplicity of a home-cooked meal.,Contentment,2015-09-12 13:20:00,HomeChef,Facebook,#Contentment #HomeCooking,25.0,50.0,India,2015,9,12,13,India,Asia
146,148,Arousal of excitement before a much-awaited trip.,Arousal,2018-03-10 09:45:00,TravelExcitement,Twitter,#Arousal #TravelAdventure,20.0,40.0,India,2018,3,10,9,India,Asia
152,154,Contentment in the embrace of a loved one.,Contentment,2010-11-12 20:20:00,LovingEmbrace,Twitter,#Contentment #Love,30.0,60.0,India,2010,11,12,20,India,Asia
156,158,Empowerment through learning a new skill.,Empowerment,2014-07-10 13:15:00,SkillEmpower,Instagram,#Empowerment #SkillBuilding,25.0,50.0,India,2014,7,10,13,India,Asia
161,163,Fulfillment in completing a challenging puzzle.,Fulfillment,2019-11-28 18:20:00,PuzzleMaster,Twitter,#Fulfillment #PuzzleChallenge,22.0,45.0,India,2019,11,28,18,India,Asia
167,169,Jealousy consumes me as I witness others' success.,Jealousy,2020-08-12 11:30:00,EnviousObserver,Twitter,#Jealousy #Envy,12.0,25.0,India,2020,8,12,11,India,Asia
172,174,Intimidation by the unknown future ahead.,Intimidation,2021-12-03 18:30:00,FearfulSoul,Facebook,#Intimidation #Fear,15.0,30.0,India,2021,12,3,18,India,Asia
176,178,Disgust at the sight of injustice and cruelty.,Disgust,2019-02-11 09:45:00,DisgustedHeart,Twitter,#Disgust #Injustice,7.0,15.0,India,2019,2,11,9,India,Asia
180,182,"Jealousy gnaws at my confidence, a toxic emotion.",Jealousy,2018-06-03 16:30:00,SelfDoubt,Instagram,#Jealousy #Insecurity,8.0,15.0,India,2018,6,3,16,India,Asia
185,187,"Intimidation by the challenges ahead, fear takes hold.",Intimidation,2021-10-22 18:30:00,FearfulJourney,Twitter,#Intimidation #FacingFear,15.0,30.0,India,2021,10,22,18,India,Asia
190,192,"Sinking in despair, each day darker than the last.",Despair,2020-08-20 20:20:00,DrowningSoul,Facebook,#Despair #DarkDays,10.0,20.0,India,2020,8,20,20,India,Asia
194,196,"Resentment festers, a wound that refuses to heal.",Resentment,2017-01-12 12:00:00,UnforgivingSoul,Twitter,#Resentment #Unforgiving,10.0,20.0,India,2017,1,12,12,India,Asia
200,202,"A numbness settles over me, a shield against the overwhelming emotions life throws my way.",Numbness,2021-08-10 14:00:00,EmotionallyDistant,Twitter,#Numbness #EmotionalShield,8.0,15.0,India,2021,8,10,14,India,Asia
205,207,"Facing challenges head-on, a determination that fuels the fire within to achieve the impossible.",Determination,2020-09-18 13:45:00,ResilientSpirit,Facebook,#Determination #AchieveTheImpossible,10.0,20.0,India,2020,9,18,13,India,Asia
211,213,"Melancholy whispers in the breeze, a silent conversation with the echoes of forgotten dreams.",Melancholy,2020-03-01 19:00:00,DreamerInSilence,Facebook,#Melancholy #WhispersInTheBreeze,12.0,25.0,India,2020,3,1,19,India,Asia
217,219,"Exploring new horizons with the spark of curiosity, an adventurer in the vast landscape of knowledge.",Curiosity,2022-04-15 08:45:00,HorizonExplorer,Facebook,#Curiosity #NewHorizons,22.0,45.0,India,2022,4,15,8,India,Asia
222,224,"Flipping through the pages of an old yearbook, nostalgia painting smiles and tears on my face.",Nostalgia,2017-06-18 14:45:00,YearbookExplorer,Instagram,#Nostalgia #YearbookMemories,12.0,25.0,India,2017,6,18,14,India,Asia
227,231,"Indifferent to the noise of the world, a silent observer in the midst of life's cacophony.",Indifference,2023-03-10 16:30:00,SilentSpectator,Instagram,#Indifference #SilentObserver,9.0,18.0,India,2023,3,10,16,India,Asia
232,236,"Ambivalence clouding decisions, caught in the crossroads of conflicting emotions.",Ambivalence,2022-01-15 10:30:00,CrossroadsTraveler,Twitter,#Ambivalence #ConflictingEmotions,15.0,30.0,India,2022,1,15,10,India,Asia
237,241,"Drifting through the day with an air of nonchalance, indifferent to the trivialities of life.",Indifference,2023-02-22 17:00:00,NonchalantWanderer,Facebook,#Indifference #DriftingThroughLife,9.0,18.0,India,2023,2,22,17,India,Asia
246,250,"Fueled by curiosity, venturing into uncharted realms, a fearless explorer of the mysteries of the world.",Curiosity,2022-12-01 09:15:00,FearlessExplorer,Facebook,#Curiosity #FearlessExplorer,22.0,44.0,India,2022,12,1,9,India,Asia
250,254,"Gazing towards the horizon with hopeful eyes, painting a canvas of dreams illuminated by the sun of optimism.",Hopeful,2022-04-18 08:00:00,DreamPainter,Instagram,#Hopeful #CanvasOfDreams,12.0,24.0,India,2022,4,18,8,India,Asia
256,260,"Soaring on the wings of a free spirit, unburdened by the chains of conformity, painting the sky with independence.",Free-spirited,2021-08-15 11:10:00,SkyPainter,Instagram,#FreeSpirit #PaintingTheSky,20.0,40.0,India,2021,8,15,11,India,Asia
264,268,"With a zestful heart, sprinting through fields of enthusiasm, chasing sunbeams and laughter in the meadows of joy.",Zest,2023-03-30 16:30:00,MeadowSprinter,Instagram,#Zest #FieldsOfEnthusiasm,16.0,32.0,India,2023,3,30,16,India,Asia
269,273,"Floating on clouds of inspiration, an artist painting the sky with strokes of creativity, creating a masterpiece of dreams.",Inspired,2021-12-08 14:30:00,SkyArtist,Twitter,#Inspired #CloudsOfCreativity,18.0,36.0,India,2021,12,8,14,India,Asia
275,279,"Hopeful whispers of wind, carrying the promises of a brighter tomorrow, a symphony of optimism in the air of possibilities.",Hopeful,2023-05-06 07:20:00,WindWhisperer,Twitter,#Hopeful #BrighterTomorrows,15.0,30.0,India,2023,5,6,7,India,Asia
283,287,"Floating on clouds of inspiration, an artist painting the sky with strokes of creativity, creating a masterpiece of dreams.",Inspired,2021-12-08 14:30:00,SkyArtist,Twitter,#Inspired #CloudsOfCreativity,18.0,36.0,India,2021,12,8,14,India,Asia
289,293,"Hopeful whispers of wind, carrying the promises of a brighter tomorrow, a symphony of optimism in the air of possibilities.",Hopeful,2023-05-06 07:20:00,WindWhisperer,Twitter,#Hopeful #BrighterTomorrows,15.0,30.0,India,2023,5,6,7,India,Asia
295,299,"Embraced by the hopeful dawn, a gardener sowing seeds of optimism, tending to the blooms of a brighter tomorrow.",Hopeful,2022-07-17 06:15:00,DawnGardener,Instagram,#Hopeful #SeedsOfOptimism,14.0,28.0,India,2022,7,17,6,India,Asia
301,305,"Eyes wide open in the night, fearful shadows dancing on the walls, the mind a prisoner of imagined horrors.",Fearful,2022-05-12 02:00:00,NightPrisoner,Facebook,#Fearful #ImaginedHorrors,18.0,36.0,India,2022,5,12,2,India,Asia
306,310,"Frustrated fingers tapping on the keyboard, a symphony of annoyance composing an unsolvable puzzle of unmet expectations.",Frustrated,2020-12-17 09:20:00,PuzzleComposer,Instagram,#Frustrated #UnsolvablePuzzle,12.0,24.0,India,2020,12,17,9,India,Asia
312,316,"Bitterness, a bitter aftertaste lingering on the tongue, each word a reminder of wounds that refuse to heal with the passing of time.",Bitterness,2020-04-05 16:20:00,LingeringTaste,Instagram,#Bitterness #BitterAftertaste,10.0,20.0,India,2020,4,5,16,India,Asia
323,327,"Fearful eyes scanning the shadows, a prisoner of the night, terrorized by the lurking monsters born from the mind's darkest corners.",Fearful,2023-01-07 03:30:00,NightPrisoner,Twitter,#Fearful #LurkingMonsters,18.0,36.0,India,2023,1,7,3,India,Asia
328,332,"Frustrated attempts to untangle the knot of confusion, the threads of understanding slipping further into the labyrinth of miscommunication.",Frustrated,2020-11-01 12:30:00,KnotUntangler,Facebook,#Frustrated #LabyrinthOfMiscommunication,14.0,28.0,India,2020,11,1,12,India,Asia
336,340,Thrilled to witness the grandeur of a cultural festival.,Thrill,2020-09-15 14:45:00,CultureEnthusiast,Instagram,#Thrill #CulturalCelebration,40.0,80.0,India,2020,9,15,14,India,Asia
341,345,Bittersweet emotions arise while bidding farewell to a dear friend.,Bittersweet,2020-03-15 18:30:00,FarewellSender,Instagram,#Bittersweet #Farewell,20.0,40.0,Japan,2020,3,15,18,Japan,Asia
347,351,Gratitude for the simple joys found in a cup of morning coffee.,Gratitude,2017-04-15 08:00:00,CoffeeLover,Twitter,#Gratitude #MorningCoffee,22.0,45.0,India,2017,4,15,8,India,Asia
351,355,Joyful reunion with long-lost friends after years of separation.,JoyfulReunion,2020-11-18 17:10:00,FriendshipRenewal,Instagram,#JoyfulReunion #Friendship,20.0,40.0,India,2020,11,18,17,India,Asia
356,360,Anticipation for an upcoming adventure in an exotic destination.,Anticipation,2022-07-25 10:00:00,Wanderlust,Twitter,#Anticipation #AdventureAwaits,40.0,80.0,India,2022,7,25,10,India,Asia
362,366,Enthusiasm for learning new skills and expanding knowledge.,Enthusiasm,2018-08-07 12:15:00,LifelongLearner,Twitter,#Enthusiasm #SkillBuilding,30.0,60.0,India,2018,8,7,12,India,Asia
368,372,Happiness blooms like flowers in a garden on a sunny day.,Happiness,2020-02-10 11:15:00,SunnyDayEnthusiast,Twitter,#Happiness #SunnyDay,15.0,30.0,India,2020,2,10,11,India,Asia
373,377,Giggles and joy echo in the air during a children's playdate.,PlayfulJoy,2020-12-15 15:45:00,PlayfulParent,Facebook,#PlayfulJoy #ChildrensPlaydate,22.0,45.0,Japan,2020,12,15,15,Japan,Asia
393,397,Joyful laughter resonates through a lively summer carnival.,FestiveJoy,2020-12-15 15:45:00,CarnivalGoer,Facebook,#FestiveJoy #SummerCarnival,22.0,45.0,Japan,2020,12,15,15,Japan,Asia
416,420,Drenched in nostalgia while flipping through an old family photo album.,Nostalgia,2016-12-05 21:00:00,FamilyHistorian,Instagram,#Nostalgia #FamilyPhotoAlbum,25.0,50.0,India,2016,12,5,21,India,Asia
418,422,Imbued with gratitude for the simple pleasure of a warm cup of tea.,Gratitude,2023-02-15 08:30:00,TeaEnthusiast,Twitter,#Gratitude #WarmTea,18.0,35.0,Japan,2023,2,15,8,Japan,Asia
427,431,"Emotional storm, a whirlwind of sadness engulfs every thought.",EmotionalStorm,2017-07-18 17:45:00,StormyFeelings,Instagram,#EmotionalStorm #SadnessWhirlwind,30.0,60.0,India,2017,7,18,17,India,Asia
430,434,"Isolation deepens, an emotional winter where warmth is but a distant memory.",Isolation,2020-04-02 14:20:00,WinterOfEmotions,Instagram,#Isolation #EmotionalWinter,35.0,70.0,Japan,2020,4,2,14,Japan,Asia
448,452,"Tears, the ink staining the pages of a journal, a testament to silent grief.",Grief,2023-01-28 14:30:00,InkJournalist,Instagram,#Grief #SilentTears,30.0,60.0,India,2023,1,28,14,India,Asia
450,454,"Avoiding the shards of shattered dreams, walking the tightrope of resilience.",Resilience,2020-07-18 15:15:00,DreamTightrope,Twitter,#Resilience #TightropeWalk,35.0,70.0,Japan,2020,7,18,15,Japan,Asia
459,463,"In the tapestry of despair, threads of hope unravel, leaving a portrait of sorrow.",Despair,2017-08-28 19:30:00,TapestrySorrow,Facebook,#Despair #UnraveledHope,18.0,35.0,India,2017,8,28,19,India,Asia
461,465,"In the void of heartache, echoes of a love song play, each note a pang of longing.",Heartache,2022-07-10 22:15:00,LoveSongEcho,Instagram,#Heartache #LoveSongLonging,30.0,60.0,Japan,2022,7,10,22,Japan,Asia
475,479,"Serenading the stars with a heart full of gratitude, a melody of thankfulness.",Gratitude,2017-12-22 21:00:00,StarSerenader,Twitter,#Gratitude #ThankfulMelody,22.0,45.0,India,2017,12,22,21,India,Asia
478,482,"Overflowing with joy, a cup of laughter shared with friends, a moment cherished.",Joy,2023-03-10 14:30:00,LaughterCup,Twitter,#Joy #CherishedMoment,20.0,40.0,Japan,2023,3,10,14,Japan,Asia
485,489,"Lost in the maze of curiosity, each twist and turn unveils the treasures of discovery.",Curiosity,2018-09-22 12:45:00,MazeDiscovery,Instagram,#Curiosity #TreasuresOfDiscovery,22.0,45.0,India,2018,9,22,12,India,Asia
488,492,"In the celebration of success, fireworks of accomplishment light up the night sky of triumph.",Success,2017-11-15 22:30:00,FireworksTriumph,Instagram,#Success #NightSkyTriumph,22.0,45.0,Japan,2017,11,15,22,Japan,Asia
495,499,"Wandering through the historical streets of Kyoto, each step a journey into the heart of Japan's traditions.",Exploration,2017-08-22 21:30:00,KyotoAdventurer,Twitter,#Exploration #JapaneseTraditions,18.0,35.0,Japan,2017,8,22,21,Japan,Asia
498,502,"Amazed by the architectural marvels of Petra, each stone telling tales of an ancient civilization.",Amazement,2023-01-28 13:00:00,PetraExplorer,Twitter,#Amazement #AncientTales,30.0,60.0,Jordan,2023,1,28,13,Jordan,Asia
503,507,"Sailing the azure waters of the Maldives, each wave a whisper of serenity in paradise.",Serenity,2019-10-28 14:15:00,MaldivesSailor,Facebook,#Serenity #ParadiseWhispers,22.0,45.0,Maldives,2019,10,28,14,Maldives,Asia
505,509,"Walking the Great Wall of China, each step a testament to ancient engineering marvels.",Awe,2017-08-18 19:30:00,GreatWallWalker,Twitter,#Awe #EngineeringMarvels,18.0,35.0,China,2017,8,18,19,China,Asia
506,510,"At the summit of Mount Fuji, a breathtaking sunrise that paints the sky with hues of accomplishment.",Accomplishment,2020-04-15 05:30:00,FujiSummitAchiever,Facebook,#Accomplishment #SunriseHues,28.0,55.0,Japan,2020,4,15,5,Japan,Asia
507,511,"Exploring the ancient ruins of Angkor Wat, each stone whispering stories of Khmer civilization.",Exploration,2016-11-22 13:00:00,AngkorWatAdventurer,Instagram,#Exploration #KhmerStories,20.0,40.0,Cambodia,2016,11,22,13,Cambodia,Asia
509,513,"In the tranquility of Kyoto's bamboo forest, whispers of ancient Zen wisdom echo through the groves.",Tranquility,2023-02-28 16:20:00,KyotoBambooSeeker,Facebook,#Tranquility #ZenWisdom,25.0,50.0,Japan,2023,2,28,16,Japan,Asia
535,539,"Watching a heartwarming family drama, tears flow freely as the characters overcome challenges, leaving the viewer with a warm glow.",Touched,2021-01-15 18:00:00,DramaEnthusiastHeartwarmingMoments,Instagram,#Touched #FamilyDramaMoments,28.0,55.0,India,2021,1,15,18,India,Asia
539,543,"Binge-watching a thrilling crime series, the suspense keeps the viewer on the edge of their seat, creating a rush of adrenaline.",Suspense,2015-07-12 22:00:00,CrimeSeriesEnthusiastThrillSeeker,Facebook,#Suspense #CrimeSeriesThrills,35.0,70.0,Japan,2015,7,12,22,Japan,Asia
543,547,"In the cricket championship, a nail-biting finish leaves fans on the edge of their seats, experiencing a rollercoaster of emotions.",Excitement,2019-06-25 22:15:00,CricketFanChampionshipThrills,Facebook,#Excitement #CricketChampionship,30.0,60.0,India,2019,6,25,22,India,Asia
555,559,"The gymnast's unexpected fall during a routine sparks a wave of sympathy from the audience, highlighting the vulnerability of sports.",Sympathy,2021-04-05 20:15:00,GymnasticsFanRoutineFall,Instagram,#Sympathy #GymnasticsFall,28.0,55.0,Japan,2021,4,5,20,Japan,Asia
567,571,"Embracing the aroma of freshly baked bread, the home chef finds joy in the art of baking, creating delicious memories for loved ones.",Joy in Baking,2023-04-10 17:15:00,HomeBakerDeliciousMemories,Instagram,#JoyInBaking #HomemadeDelights,22.0,45.0,India,2023,4,10,17,India,Asia
569,573,"In the realm of literature, a captivating novel transports the reader to distant lands, weaving a tapestry of imagination and escape.",Imagination,2021-10-08 20:30:00,BookwormCaptivatingNovelEscape,Facebook,#Imagination #LiteraryEscape,35.0,70.0,Japan,2021,10,8,20,Japan,Asia
572,576,"In the heart of a bustling market, the street food connoisseur indulges in a culinary adventure, savoring diverse flavors and aromas.",Culinary Adventure,2019-08-28 19:30:00,FoodieMarketStreetFoodExploration,Instagram,#CulinaryAdventure #StreetFoodDelights,35.0,70.0,Thailand,2019,8,28,19,Thailand,Asia
