Unnamed: 0.1,Unnamed: 0,Text,Sentiment,Timestamp,User,Platform,Hashtags,Retweets,Likes,Country,Year,Month,Day,Hour,country_clean,continent
53,55,Can't believe the injustice happening in our society.,Anger,2023-02-11 09:30:00,SocialJustice,Twitter,#Injustice #Angry,20.0,40.0,Canada,2023,2,11,9,Canada,America
54,56,Feeling a sense of fear after watching a thriller movie.,Fear,2023-02-11 21:15:00,ThrillerFan,Instagram,#Fear #ThrillerMovie,15.0,30.0,USA,2023,2,11,21,USA,America
57,59,Pure happiness: celebrating a loved one's achievement!,Happiness,2023-02-13 10:00:00,ProudFriend,Instagram,#Happiness #Celebration,30.0,60.0,USA,2023,2,13,10,USA,America
58,60,Laughter is the best medicine—enjoying a comedy show.,Joy,2023-02-13 19:30:00,ComedyFan,Facebook,#Joy #ComedyShow,22.0,45.0,Canada,2023,2,13,19,Canada,America
61,63,Enjoying a quiet evening with a book and some tea.,Enjoyment,2023-02-14 19:45:00,BookLoverAgain,Facebook,#Enjoyment #BookTime,25.0,50.0,Canada,2023,2,14,19,Canada,America
62,64,Admiring the beauty of nature during a peaceful hike.,Admiration,2023-02-15 11:30:00,NatureAdmirer,Twitter,#Admiration #Nature,20.0,40.0,USA,2023,2,15,11,USA,America
63,65,Sending affectionate vibes to all my followers!,Affection,2023-02-15 16:00:00,AffectionSender,Instagram,#Affection #PositiveVibes,15.0,30.0,USA,2023,2,15,16,USA,America
66,68,A surprise gift from a friend made my day!,Surprise,2023-02-16 14:45:00,HappySurprise,Instagram,#Surprise #Gift,25.0,50.0,USA,2023,2,16,14,USA,America
67,69,Finding acceptance in the midst of life's challenges.,Acceptance,2023-02-16 18:20:00,AcceptanceSeeker,Facebook,#Acceptance #Challenges,15.0,30.0,Canada,2023,2,16,18,Canada,America
69,71,Anticipating a thrilling adventure in the coming weeks.,Anticipation,2023-02-17 07:30:00,AdventureAwaits,Instagram,#Anticipation #Adventure,20.0,40.0,USA,2023,2,17,7,USA,America
70,72,A bitter experience turned into a valuable lesson.,Bitter,2023-02-17 15:00:00,LearnFromBitter,Facebook,#BitterLesson #Growth,18.0,35.0,USA,2023,2,17,15,USA,America
73,75,Excitement building up for the upcoming vacation!,Excitement,2023-02-18 18:45:00,VacationDreamer,Facebook,#Excitement #TravelPlans,22.0,45.0,Canada,2023,2,18,18,Canada,America
74,76,Kindness witnessed today restored my faith in humanity.,Kind,2023-02-19 11:30:00,KindnessPrevails,Twitter,#Kindness #Humanity,20.0,40.0,USA,2023,2,19,11,USA,America
77,79,Fuming with anger after a heated argument.,Anger,2023-02-20 09:30:00,AngryDebater,Twitter,#Anger #Argument,20.0,40.0,Canada,2023,2,20,9,Canada,America
78,80,The fear of the unknown is keeping me up at night.,Fear,2023-02-20 21:15:00,FearfulDreamer,Instagram,#Fear #Unknown,15.0,30.0,USA,2023,2,20,21,USA,America
82,84,Laughter is the key to joy—attending a stand-up comedy show.,Joy,2023-02-22 19:30:00,StandUpFan,Facebook,#Joy #StandUpComedy,22.0,45.0,Canada,2023,2,22,19,Canada,America
85,87,Enjoying every moment of this trip—pure enjoyment!,Enjoyment,2023-02-23 19:45:00,TravelExplorer,Facebook,#Enjoyment #Travel,25.0,50.0,USA,2023,2,23,19,USA,America
86,88,Admiring the dedication of volunteers at a local charity.,Admiration,2023-02-24 11:30:00,CharityAdmirer,Twitter,#Admiration #Volunteers,20.0,40.0,USA,2023,2,24,11,USA,America
87,89,Sending affectionate vibes to friends and family.,Affection,2023-02-24 16:00:00,FamilyLover,Instagram,#Affection #FamilyLove,15.0,30.0,USA,2023,2,24,16,USA,America
90,92,A surprise visit from an old friend brought tears of joy.,Surprise,2023-02-25 14:45:00,JoyfulReunion,Instagram,#Surprise #OldFriends,25.0,50.0,USA,2023,2,25,14,USA,America
91,93,Embracing acceptance of life's ups and downs.,Acceptance,2023-02-25 18:20:00,LifeAcceptance,Facebook,#Acceptance #LifeJourney,15.0,30.0,Canada,2023,2,25,18,Canada,America
94,96,Bitter experience at the customer service department.,Bitter,2023-02-26 15:00:00,CustomerWoes,Facebook,#BitterExperience #CustomerService,18.0,35.0,USA,2023,2,26,15,USA,America
97,99,Excitement building up for a surprise birthday party.,Excitement,2023-02-27 18:45:00,BirthdayExcite,Facebook,#Excitement #SurpriseParty,22.0,45.0,Canada,2023,2,27,18,Canada,America
98,100,Witnessed an act of kindness that made my day.,Kind,2023-02-28 11:30:00,KindnessObserver,Twitter,#Kindness #ActsOfKindness,20.0,40.0,USA,2023,2,28,11,USA,America
102,104,Excitement for a quiet evening with a good book.,Excitement,2023-03-01 13:30:00,BookwormJoy,Instagram,#Excitement #BookTime,18.0,35.0,USA,2023,3,1,13,USA,America
103,105,Feeling bitter about the unfairness in the workplace.,Bitter,2023-03-01 17:45:00,WorkplaceWoes,Twitter,#Bitter #Unfairness,15.0,30.0,Canada,2023,3,1,17,Canada,America
105,107,Confusion surrounds me as I navigate through life's choices.,Confusion,2023-03-02 13:15:00,ConfusedMind3,Instagram,#Confusion #LifeChoices,30.0,60.0,USA,2023,3,2,13,USA,America
107,109,Kindness witnessed today restores my faith in humanity.,Kind,2023-03-03 11:30:00,KindnessPrevails2,Facebook,#Kindness #HumanityRestored,22.0,45.0,USA,2023,3,3,11,USA,America
108,110,Pride in accomplishing personal and professional goals.,Pride,2023-03-03 14:30:00,GoalAchiever,Instagram,#Pride #Accomplishments,12.0,25.0,Canada,2023,3,3,14,Canada,America
110,112,"Revisiting old memories, feeling a sense of elation.",Elation,2010-05-15 15:30:00,NostalgiaFan,Twitter,#Elation #Memories,20.0,40.0,Canada,2010,5,15,15,Canada,America
111,113,The victory of our team brought euphoria to the city.,Euphoria,2021-08-10 21:15:00,SportsFanatic,Instagram,#Euphoria #Victory,15.0,30.0,USA,2021,8,10,21,USA,America
115,117,"Hopeful for a brighter tomorrow, despite challenges.",Hope,2013-04-05 19:30:00,OptimisticSoul,Facebook,#Hope #Optimism,22.0,45.0,USA,2013,4,5,19,USA,America
117,119,Compassion in action: supporting a local charity event.,Compassion,2015-07-18 14:20:00,CharitySupporter,Instagram,#Compassion #CharityEvent,18.0,35.0,Canada,2015,7,18,14,Canada,America
120,122,Enthusiastically diving into a new project.,Enthusiasm,2018-06-15 16:00:00,ProjectEnthusiast,Instagram,#Enthusiasm #NewProject,15.0,30.0,USA,2018,6,15,16,USA,America
123,125,Elation after a surprise reunion with old friends.,Elation,2020-04-02 09:30:00,JoyfulReunion2,Instagram,#Elation #OldFriends,25.0,50.0,Canada,2020,4,2,9,Canada,America
124,126,The euphoria of a live music concert under the stars.,Euphoria,2021-06-19 14:45:00,MusicEnthusiast,Facebook,#Euphoria #LiveMusic,15.0,30.0,USA,2021,6,19,14,USA,America
128,130,Hopeful about the possibilities of a new journey.,Hope,2013-12-05 16:00:00,JourneyOptimist,Twitter,#Hope #NewBeginnings,18.0,35.0,Canada,2013,12,5,16,Canada,America
129,131,Empowerment through learning and personal growth.,Empowerment,2014-07-20 11:30:00,GrowthSeeker,Instagram,#Empowerment #PersonalGrowth,25.0,50.0,USA,2014,7,20,11,USA,America
130,132,Compassion towards those in need during the holidays.,Compassion,2015-12-22 14:20:00,HolidayHelper,Facebook,#Compassion #HolidaySupport,18.0,35.0,USA,2015,12,22,14,USA,America
133,135,Enthusiasm for a creative project in the making.,Enthusiasm,2018-09-15 16:00:00,CreativeSpirit,Facebook,#Enthusiasm #Creativity,15.0,30.0,Canada,2018,9,15,16,Canada,America
136,138,Elation after achieving a personal goal.,Elation,2021-03-02 09:30:00,GoalAchiever2,Facebook,#Elation #PersonalAchievement,25.0,50.0,USA,2021,3,2,9,USA,America
137,139,Elation over discovering a hidden gem in the city.,Elation,2012-02-18 14:30:00,UrbanExplorer2,Twitter,#Elation #HiddenGem,20.0,40.0,USA,2012,2,18,14,USA,America
140,142,Serenity found in the melody of a peaceful piano.,Serenity,2016-07-30 18:10:00,MusicLover4,Twitter,#Serenity #PeacefulMelody,18.0,35.0,Canada,2016,7,30,18,Canada,America
141,143,Gratitude for the supportive community around me.,Gratitude,2013-04-20 10:30:00,CommunityLove,Instagram,#Gratitude #CommunitySupport,30.0,60.0,USA,2013,4,20,10,USA,America
142,144,Hopeful about the prospects of a new business venture.,Hope,2017-12-08 19:15:00,EntrepreneurHope,Facebook,#Hope #BusinessVenture,22.0,45.0,Canada,2017,12,8,19,Canada,America
147,149,Enthusiasm for a new artistic project in the works.,Enthusiasm,2020-09-17 16:30:00,ArtisticSpirit,Instagram,#Enthusiasm #ArtisticProject,15.0,30.0,USA,2020,9,17,16,USA,America
148,150,Feeling a sense of fulfillment after helping others.,Fulfillment,2011-08-28 18:45:00,HelperHeart,Facebook,#Fulfillment #HelpingOthers,22.0,45.0,Canada,2011,8,28,18,Canada,America
151,153,The euphoria of a successful product launch.,Euphoria,2022-04-03 11:45:00,ProductLaunchJoy,Facebook,#Euphoria #ProductLaunchSuccess,15.0,30.0,USA,2022,4,3,11,USA,America
153,155,Serenity found in the beauty of a sunset by the sea.,Serenity,2011-07-22 18:30:00,SunsetWatcher2,Instagram,#Serenity #SunsetViews,22.0,45.0,Canada,2011,7,22,18,Canada,America
157,159,Compassion in volunteering for a local charity.,Compassion,2015-12-18 14:20:00,CharityVolunteer,Facebook,#Compassion #VolunteerWork,18.0,35.0,USA,2015,12,18,14,USA,America
158,160,Tenderness in a quiet moment shared with a pet.,Tenderness,2016-02-10 19:45:00,PetLove,Twitter,#Tenderness #PetLove,25.0,50.0,Canada,2016,2,10,19,Canada,America
162,164,Reverence for the wonders of nature on a hiking trail.,Reverence,2020-05-11 15:00:00,NatureAdmirer,Instagram,#Reverence #NatureExploration,18.0,35.0,USA,2020,5,11,15,USA,America
163,165,Elation after a surprise reunion with a childhood friend.,Elation,2021-02-05 09:30:00,ChildhoodJoy,Facebook,#Elation #FriendshipReunion,25.0,50.0,Canada,2021,2,5,9,Canada,America
164,166,Suffering from despair after another setback.,Despair,2021-03-10 08:30:00,StrugglingSoul,Twitter,#Despair #Struggle,5.0,10.0,USA,2021,3,10,8,USA,America
165,167,"Overwhelmed by grief, missing a loved one dearly.",Grief,2022-07-05 15:45:00,MourningHeart,Instagram,#Grief #Loss,8.0,15.0,Canada,2022,7,5,15,Canada,America
169,171,Frustration mounts as obstacles block my path.,Frustration,2017-01-30 16:10:00,BlockedGoals,Facebook,#Frustration #Obstacles,10.0,20.0,USA,2017,1,30,16,USA,America
170,172,"Boredom sets in, the day feels endlessly dull.",Boredom,2016-09-28 19:45:00,BoredMind,Twitter,#Boredom #LackOfInterest,8.0,15.0,Canada,2016,9,28,19,Canada,America
174,176,Envy eats away at me as I see others' prosperity.,Envy,2018-11-07 11:30:00,CovetousMind,Instagram,#Envy #Desire,10.0,20.0,Canada,2018,11,7,11,Canada,America
177,179,"Drowning in despair, hope slipping through my fingers.",Despair,2016-04-02 20:20:00,HopelessHeart,Instagram,#Despair #Hopeless,10.0,20.0,USA,2016,4,2,20,USA,America
178,180,"Grief weighs heavy, tears a constant companion.",Grief,2015-10-18 15:30:00,TearfulSoul,Facebook,#Grief #Tears,12.0,25.0,Canada,2015,10,18,15,Canada,America
182,184,"Frustration boils over, a volcanic eruption of emotions.",Frustration,2017-04-10 14:45:00,ExplosiveMind,Twitter,#Frustration #EmotionalOutburst,12.0,25.0,USA,2017,4,10,14,USA,America
183,185,"Boredom settles like dust, life feels mundane.",Boredom,2016-11-28 19:00:00,MundaneHeart,Instagram,#Boredom #Monotony,7.0,15.0,Canada,2016,11,28,19,Canada,America
187,189,"Envy poisons my thoughts, coveting others' success.",Envy,2017-03-20 11:30:00,GreenEyedMonster,Facebook,#Envy #Success,10.0,20.0,Canada,2017,3,20,11,Canada,America
188,190,Regret for decisions that led to a painful present.,Regret,2018-12-15 16:00:00,RegretfulMind,Twitter,#Regret #PastChoices,12.0,25.0,USA,2018,12,15,16,USA,America
191,193,"Grief overwhelms, a storm of emotions within.",Grief,2021-02-25 15:30:00,StormyHeart,Twitter,#Grief #EmotionalStorm,12.0,25.0,Canada,2021,2,25,15,Canada,America
193,195,"Jealousy poisons my thoughts, resentment brewing within.",Jealousy,2018-08-05 16:30:00,PoisonedMind,Facebook,#Jealousy #Resentment,8.0,15.0,USA,2018,8,5,16,USA,America
196,198,"Boredom lingers, a stagnant pool of indifference.",Boredom,2021-10-02 19:00:00,StagnantHeart,Facebook,#Boredom #Stagnation,7.0,15.0,Canada,2021,10,2,19,Canada,America
197,199,"Embarking on a journey of discovery, fueled by curiosity and a thirst for knowledge.",Curiosity,2023-04-15 10:15:00,InquisitiveMind,Twitter,#Curiosity #Learning,15.0,30.0,USA,2023,4,15,10,USA,America
198,200,"Lost in the vast sea of information, an indifferent wave in the digital ocean.",Indifference,2022-11-28 17:30:00,ApatheticObserver,Instagram,#Indifference #DigitalOverload,7.0,15.0,Canada,2022,11,28,17,Canada,America
202,204,"Revisiting old photographs, caught in the embrace of nostalgia's bittersweet symphony.",Nostalgia,2018-02-05 15:15:00,MemoryLaneTraveler,Facebook,#Nostalgia #MemoryLane,10.0,20.0,USA,2018,2,5,15,USA,America
203,205,"Torn between conflicting emotions, an ambivalence that paints my decisions in shades of uncertainty.",Ambivalence,2022-05-30 11:30:00,MixedFeelings,Twitter,#Ambivalence #UncertainChoices,12.0,25.0,Canada,2022,5,30,11,Canada,America
207,209,"Curiosity leading me down the rabbit hole of knowledge, a perpetual student in life's classroom.",Curiosity,2022-10-08 08:15:00,EternalLearner,Instagram,#Curiosity #KnowledgeQuest,20.0,40.0,USA,2022,10,8,8,USA,America
208,210,"Floating through the day with an air of indifference, detached from the mundane happenings around.",Indifference,2023-03-22 16:30:00,AloofObserver,Facebook,#Indifference #FloatingThroughLife,10.0,20.0,Canada,2023,3,22,16,Canada,America
212,214,"Stumbling upon an old journal, nostalgia flooding in waves, carrying me to moments long gone.",Nostalgia,2018-07-10 15:45:00,JournalKeeper,Twitter,#Nostalgia #JournalMoments,10.0,20.0,Canada,2018,7,10,15,Canada,America
215,217,"Determination burning like a wildfire, overcoming obstacles, turning dreams into reality.",Determination,2019-11-03 13:45:00,DreamChaser,Twitter,#Determination #DreamsIntoReality,18.0,35.0,USA,2019,11,3,13,USA,America
216,218,"Tranquil moments by the ocean, serenity washing over, a peaceful retreat within the waves' embrace.",Serenity,2020-04-12 19:30:00,OceanSoul,Instagram,#Serenity #OceanRetreat,25.0,50.0,Canada,2020,4,12,19,Canada,America
220,222,"Immersed in a state of emotional numbness, a shield against the storm of daily struggles.",Numbness,2021-12-01 15:30:00,ShieldedHeart,Facebook,#Numbness #EmotionalShield,10.0,20.0,USA,2021,12,1,15,USA,America
221,223,"A melancholic symphony playing in the background, the soundtrack of a wistful heart.",Melancholy,2019-03-25 21:00:00,SymphonySoul,Twitter,#Melancholy #WistfulHeart,13.0,26.0,Canada,2019,3,25,21,Canada,America
224,226,"Embracing life's imperfections, finding acceptance in the journey, scars and all.",Acceptance,2023-05-15 16:20:00,ImperfectHarmony,Twitter,#Acceptance #ImperfectJourney,18.0,36.0,Canada,2023,5,15,16,Canada,America
226,228,"Basking in the serenity of a quiet forest, where the whispers of nature bring peace to the soul.",Serenity,2020-02-28 18:30:00,ForestDreamer,Facebook,#Serenity #NatureWhispers,25.0,50.0,USA,2020,2,28,18,USA,America
230,234,"Melancholy painting the world in hues of nostalgia, a canvas of bittersweet memories.",Melancholy,2020-01-05 20:00:00,CanvasDreamer,Instagram,#Melancholy #BittersweetMemories,13.0,26.0,USA,2020,1,5,20,USA,America
231,235,"A journey into the past, flipping through the pages of an old diary, nostalgia taking the lead.",Nostalgia,2018-08-10 15:45:00,DiaryExplorer,Facebook,#Nostalgia #DiaryJourney,12.0,25.0,Canada,2018,8,10,15,Canada,America
234,238,"Determination as the driving force, propelling me forward on the path to extraordinary achievements.",Determination,2019-12-03 13:45:00,PathfinderSpirit,Facebook,#Determination #ExtraordinaryPath,20.0,40.0,USA,2019,12,3,13,USA,America
235,239,"Seeking serenity in the melody of raindrops, a tranquil escape from the noise of everyday life.",Serenity,2020-04-12 19:30:00,RaindropHarmony,Twitter,#Serenity #RaindropMelody,25.0,50.0,Canada,2020,4,12,19,Canada,America
239,243,"Wrapped in the cloak of emotional numbness, a shield against the storms of life's turbulence.",Numbness,2021-11-30 15:30:00,TurbulentShield,Instagram,#Numbness #EmotionalStorms,10.0,20.0,Canada,2021,11,30,15,Canada,America
241,245,"Leafing through the pages of an old photo album, nostalgia weaving tales of laughter and tears.",Nostalgia,2017-05-18 14:45:00,TaleWeaver,Twitter,#Nostalgia #PhotoAlbumStories,12.0,25.0,USA,2017,5,18,14,USA,America
242,246,"Ambivalence in the air, caught between the crossroads of conflicting emotions and decisions.",Ambivalence,2022-08-05 11:30:00,CrossroadsExplorer,Instagram,#Ambivalence #CrossroadsConfusion,15.0,30.0,Canada,2022,8,5,11,Canada,America
245,249,"Immerse in the serenity of a moonlit night, where the quiet whispers of nature bring peace to the soul.",Serenity,2020-05-12 19:30:00,MoonlitSoul,Instagram,#Serenity #MoonlitPeace,25.0,50.0,USA,2020,5,12,19,USA,America
247,251,"Wrapped in the cloak of emotional numbness, a shield against the storms of life's turbulence.",Numbness,2021-11-30 15:30:00,TurbulentShield,Instagram,#Numbness #EmotionalStorms,10.0,20.0,Canada,2021,11,30,15,Canada,America
248,252,"Dancing through life with the exuberance of a carefree spirit, embracing joy and zest at every turn.",Zest,2018-07-12 17:45:00,JoyfulDancer,Twitter,#Zest #CarefreeSpirit,15.0,30.0,USA,2018,7,12,17,USA,America
251,255,"Standing tall, proud as an oak, the branches of achievement reaching towards the sky of accomplishment.",Proud,2019-12-10 12:20:00,OakAchiever,Twitter,#Proud #BranchesOfAchievement,25.0,50.0,Canada,2019,12,10,12,Canada,America
252,256,"A heart overflowing with gratitude, a garden where appreciation blooms in the soil of kindness and connection.",Grateful,2023-02-28 09:45:00,HeartGardener,Facebook,#Grateful #BlossomingConnection,20.0,40.0,USA,2023,2,28,9,USA,America
255,259,"Playfully dancing in the rain of laughter, a whimsical spirit twirling in the puddles of joy and lightheartedness.",Playful,2020-07-08 18:00:00,RainDancer,Facebook,#Playful #DanceInTheRain,22.0,44.0,Canada,2020,7,8,18,Canada,America
258,262,"Navigating the sea of hope, sailing towards the sunrise of possibilities, confident in the ship of positive anticipation.",Hopeful,2023-10-05 07:30:00,SunriseNavigator,Facebook,#Hopeful #SunriseOfPossibilities,12.0,24.0,USA,2023,10,5,7,USA,America
260,264,"Lost in the symphony of the night, a moonlit serenade that whispers tales of wanderlust and moonlit dreams.",Serenity,2021-05-08 22:00:00,NightSerenader,Twitter,#Serenity #MoonlitSerenade,13.0,26.0,Canada,2021,5,8,22,Canada,America
261,265,"Unveiling the layers of curiosity, a labyrinth of questions leading to the treasure troves of undiscovered knowledge.",Curiosity,2020-11-29 14:45:00,KnowledgeSeeker,Instagram,#Curiosity #LabyrinthOfQuestions,17.0,34.0,USA,2020,11,29,14,USA,America
265,269,"A compassionate rain, tears of empathy falling gently, nurturing the seeds of kindness in the garden of human connections.",Compassionate,2021-07-01 12:10:00,RainNurturer,Facebook,#Compassionate #TearsOfEmpathy,21.0,42.0,Canada,2021,7,1,12,Canada,America
266,270,"Proudly scaling the peaks of achievement, a mountaineer conquering challenges and planting the flag of success.",Proud,2020-01-05 08:45:00,PeakConqueror,Twitter,#Proud #ScalingPeaks,23.0,46.0,USA,2020,1,5,8,USA,America
270,274,"Navigating the river of contentment, a serene boat cruise through the tranquil waters of inner peace and acceptance.",Contentment,2019-04-27 09:50:00,RiverNavigator,Instagram,#Contentment #TranquilWaters,20.0,40.0,Canada,2019,4,27,9,Canada,America
271,275,"With empathy as a lantern, wandering through the dark alleys of sorrow, illuminating the path with compassion and care.",Empathetic,2023-09-03 21:40:00,LanternWanderer,Facebook,#Empathetic #LanternOfCompassion,16.0,32.0,USA,2023,9,3,21,USA,America
274,278,"Confident strides in the dance of life, a ballroom where self-assuredness leads, twirling through challenges with grace.",Confident,2021-01-15 13:00:00,DanceStrider,Facebook,#Confident #DanceOfLife,23.0,46.0,Canada,2021,1,15,13,Canada,America
276,280,"Playfully juggling responsibilities, a circus performer balancing the acts of work and joy, tossing laughter into the air.",Playful,2019-11-18 15:15:00,JugglingArtist,Instagram,#Playful #JugglingResponsibilities,25.0,50.0,USA,2019,11,18,15,USA,America
279,283,"A compassionate rain, tears of empathy falling gently, nurturing the seeds of kindness in the garden of human connections.",Compassionate,2021-07-01 12:10:00,RainNurturer,Instagram,#Compassionate #TearsOfEmpathy,21.0,42.0,Canada,2021,7,1,12,Canada,America
280,284,"Proudly scaling the peaks of achievement, a mountaineer conquering challenges and planting the flag of success.",Proud,2020-01-05 08:45:00,PeakConqueror,Twitter,#Proud #ScalingPeaks,23.0,46.0,USA,2020,1,5,8,USA,America
284,288,"Navigating the river of contentment, a serene boat cruise through the tranquil waters of inner peace and acceptance.",Contentment,2019-04-27 09:50:00,RiverNavigator,Instagram,#Contentment #TranquilWaters,20.0,40.0,Canada,2019,4,27,9,Canada,America
285,289,"With empathy as a lantern, wandering through the dark alleys of sorrow, illuminating the path with compassion and care.",Empathetic,2023-09-03 21:40:00,LanternWanderer,Facebook,#Empathetic #LanternOfCompassion,16.0,32.0,USA,2023,9,3,21,USA,America
288,292,"Confident strides in the dance of life, a ballroom where self-assuredness leads, twirling through challenges with grace.",Confident,2021-01-15 13:00:00,DanceStrider,Facebook,#Confident #DanceOfLife,23.0,46.0,Canada,2021,1,15,13,Canada,America
290,294,"Playfully juggling responsibilities, a circus performer balancing the acts of work and joy, tossing laughter into the air.",Playful,2019-11-18 15:15:00,JugglingArtist,Instagram,#Playful #JugglingResponsibilities,25.0,50.0,USA,2019,11,18,15,USA,America
293,297,"A compassionate rain, tears of empathy falling gently, nurturing the seeds of kindness in the garden of human connections.",Compassionate,2021-07-01 12:10:00,RainNurturer,Instagram,#Compassionate #TearsOfEmpathy,21.0,42.0,Canada,2021,7,1,12,Canada,America
294,298,"Proudly scaling the peaks of achievement, a mountaineer conquering challenges and planting the flag of success.",Proud,2020-01-05 08:45:00,PeakConqueror,Twitter,#Proud #ScalingPeaks,23.0,46.0,USA,2020,1,5,8,USA,America
297,301,"Drowning in the abyss of despair, a heart shattered into fragments, lost in the echoing silence of hopelessness.",Despair,2021-09-15 16:00:00,ShatteredHeart,Instagram,#Despair #EchoingSilence,8.0,16.0,Canada,2021,9,15,16,Canada,America
