Unnamed: 0.1,Unnamed: 0,Text,Sentiment,Timestamp,User,Platform,Hashtags,Retweets,Likes,Country,Year,Month,Day,Hour,country_clean,continent
214,216,"Embracing the flaws, finding acceptance in imperfection, a journey towards self-love.",Acceptance,2021-08-20 16:20:00,SelfLoveAdvocate,Facebook,#Acceptance #SelfLoveJourney,15.0,30.0,Australia,2021,8,20,16,Australia,Oceania
219,221,"Wrestling with thoughts, a perplexed mind lost in the labyrinth of life's complexities.",Confusion,2020-08-05 12:15:00,ComplexThinker,Instagram,#Confusion #PerplexedMind,14.0,28.0,Australia,2020,8,5,12,Australia,Oceania
223,225,"Torn between opposing emotions, an ambivalence that colors my decisions with shades of uncertainty.",Ambivalence,2022-07-08 11:30:00,DecisiveDilemma,Facebook,#Ambivalence #ShadesOfUncertainty,15.0,30.0,Australia,2022,7,8,11,Australia,Oceania
228,232,"Navigating through the labyrinth of thoughts, confusion a constant companion in the maze of ideas.",Confusion,2021-05-02 11:45:00,MazeNavigator,Facebook,#Confusion #ThoughtLabyrinth,14.0,28.0,Australia,2021,5,2,11,Australia,Oceania
233,237,"Embracing imperfections, finding acceptance in the mosaic of life's beautiful chaos.",Acceptance,2021-07-20 16:20:00,MosaicDreamer,Instagram,#Acceptance #BeautifulChaos,18.0,36.0,Australia,2021,7,20,16,Australia,Oceania
238,242,"Lost in the labyrinth of thoughts, confusion casting shadows on the quest for clarity.",Confusion,2020-06-05 12:15:00,ShadowedSeeker,Twitter,#Confusion #LabyrinthOfThoughts,14.0,28.0,Australia,2020,6,5,12,Australia,Oceania
243,247,"Embracing the beauty in imperfections, finding acceptance in the mosaic of life's unpredictable art.",Acceptance,2023-06-15 16:20:00,MosaicArtist,Facebook,#Acceptance #UnpredictableArt,18.0,36.0,Australia,2023,6,15,16,Australia,Oceania
249,253,"Basking in the golden glow of contentment, a serene river flowing through the landscape of the heart.",Contentment,2020-09-05 20:10:00,SereneBasker,Facebook,#Contentment #GoldenGlow,18.0,36.0,Australia,2020,9,5,20,Australia,Oceania
254,258,"Compassionate clouds, heavy with care, showering empathy on the parched grounds of human suffering.",Compassionate,2022-06-20 10:30:00,CloudCaretaker,Twitter,#Compassionate #ShowerOfEmpathy,18.0,36.0,Australia,2022,6,20,10,Australia,Oceania
259,263,"Striding with confidence, footprints of self-assuredness imprinted on the sands of challenges conquered and victories claimed.",Confident,2022-02-15 13:15:00,SandStrider,Instagram,#Confident #FootprintsOfAssuredness,25.0,50.0,Australia,2022,2,15,13,Australia,Oceania
263,267,"Gratitude as a guiding star, navigating the constellation of blessings in the vast universe of life's precious moments.",Grateful,2022-03-12 19:55:00,StarNavigator,Twitter,#Grateful #GuidingStar,19.0,38.0,Australia,2022,3,12,19,Australia,Oceania
268,272,"A playful escapade in the carnival of life, carousel laughter and cotton candy dreams swirling in the joyous atmosphere.",Playful,2018-08-22 17:20:00,CarnivalDreamer,Facebook,#Playful #CarnivalEscapade,24.0,48.0,Australia,2018,8,22,17,Australia,Oceania
273,277,"Bathed in the golden hues of gratefulness, a sunset of appreciation casting its warm glow on the landscapes of the heart.",Grateful,2022-04-01 18:30:00,SunsetAdmirer,Instagram,#Grateful #GoldenHues,19.0,38.0,Australia,2022,4,1,18,Australia,Oceania
278,282,"Charting a course through the waves of hopeful anticipation, a sailor steering towards the shores of dreams yet unexplored.",Hopeful,2022-10-30 11:40:00,WaveNavigator,Twitter,#Hopeful #SailorOfDreams,17.0,34.0,Australia,2022,10,30,11,Australia,Oceania
282,286,"A playful escapade in the carnival of life, carousel laughter and cotton candy dreams swirling in the joyous atmosphere.",Playful,2018-08-22 17:20:00,CarnivalDreamer,Facebook,#Playful #CarnivalEscapade,24.0,48.0,Australia,2018,8,22,17,Australia,Oceania
287,291,"Bathed in the golden hues of gratefulness, a sunset of appreciation casting its warm glow on the landscapes of the heart.",Grateful,2022-04-01 18:30:00,SunsetAdmirer,Instagram,#Grateful #GoldenHues,19.0,38.0,Australia,2022,4,1,18,Australia,Oceania
292,296,"Charting a course through the waves of hopeful anticipation, a sailor steering towards the shores of dreams yet unexplored.",Hopeful,2022-10-30 11:40:00,WaveNavigator,Twitter,#Hopeful #SailorOfDreams,17.0,34.0,Australia,2022,10,30,11,Australia,Oceania
296,300,"A playful escapade in the carnival of life, carousel laughter and cotton candy dreams swirling in the joyous atmosphere.",Playful,2018-08-22 17:20:00,CarnivalDreamer,Facebook,#Playful #CarnivalEscapade,24.0,48.0,Australia,2018,8,22,17,Australia,Oceania
300,304,"Yearning for a touch that's not there, echoes of a distant warmth haunting the heart in the cold embrace of solitude.",Yearning,2020-11-02 19:30:00,ColdEmbrace,Instagram,#Yearning #DistantWarmth,10.0,20.0,Australia,2020,11,2,19,Australia,Oceania
305,309,"Devastated by the storm of betrayal, the wreckage of trust scattered like debris, a heart torn by the winds of broken promises.",Devastated,2022-08-03 15:30:00,StormSurvivor,Twitter,#Devastated #WindsOfBrokenPromises,25.0,50.0,Australia,2022,8,3,15,Australia,Oceania
310,314,"Loneliness, a silent companion in the night, the only echo in the chamber of solitude, a heart's solitary nocturne.",Loneliness,2019-09-19 03:30:00,NocturnalEcho,Facebook,#Loneliness #SolitaryNocturne,18.0,36.0,Australia,2019,9,19,3,Australia,Oceania
314,318,"Jealousy, a venom that seeps through the veins, poisoning the heart and turning it into a breeding ground for discontent.",Jealous,2019-12-12 17:00:00,VenomousHeart,Twitter,#Jealous #HeartOfDiscontent,16.0,32.0,Australia,2019,12,12,17,Australia,Oceania
318,322,"Dismissive gestures, a curtain drawn to shield the vulnerability, a stage where emotions take a backseat to the performance of indifference.",Dismissive,2018-08-18 14:40:00,CurtainShield,Instagram,#Dismissive #IndifferencePerformance,12.0,24.0,Australia,2018,8,18,14,Australia,Oceania
322,326,"Yearning for the warmth of a vanished sun, a heartache painted in the hues of a sunset that never graced the horizon.",Yearning,2020-04-18 16:15:00,VanishedSunset,Facebook,#Yearning #HuesOfSunset,10.0,20.0,Australia,2020,4,18,16,Australia,Oceania
327,331,"Devastated, a heart in ruins, the echoes of shattered dreams reverberating in the chambers, a requiem for what once was whole.",Devastated,2022-10-28 11:15:00,RuinedHeart,Instagram,#Devastated #EchoesOfShatteredDreams,25.0,50.0,Australia,2022,10,28,11,Australia,Oceania
330,334,"Dismissive gestures, a curtain drawn to shield the vulnerability, a stage where emotions take a backseat to the performance of indifference.",Dismissive,2018-08-18 14:00:00,IndifferentFort,Instagram,#Dismissive #IndifferencePerformance,12.0,24.0,Australia,2018,8,18,14,Australia,Oceania
332,336,"Loneliness, a silent companion in the night, the only echo in the chamber of solitude, a heart's solitary nocturne.",Loneliness,2019-09-19 03:30:00,NocturnalEcho,Facebook,#Loneliness #SolitaryNocturne,18.0,36.0,Australia,2019,9,19,3,Australia,Oceania
337,341,Calmness found in the rhythm of raindrops on the windowpane.,Calmness,2017-11-08 21:20:00,RainWatcher,Twitter,#Calmness #RainyDays,18.0,35.0,Australia,2017,11,8,21,Australia,Oceania
346,350,Motivated to achieve fitness goals after an invigorating workout.,Motivation,2022-02-28 07:15:00,FitnessJunkie,Facebook,#Motivation #FitnessGoals,40.0,80.0,Australia,2022,2,28,7,Australia,Oceania
352,356,Excitement builds while preparing for a surprise celebration.,Excitement,2023-03-05 15:00:00,CelebrationPlanner,Facebook,#Excitement #SurpriseCelebration,30.0,60.0,Australia,2023,3,5,15,Australia,Oceania
358,362,Nostalgic memories flood in while revisiting childhood favorites.,Nostalgia,2017-01-28 21:15:00,ChildhoodMemories,Facebook,#Nostalgia #ChildhoodFavorites,20.0,40.0,Australia,2017,1,28,21,Australia,Oceania
364,368,A sense of accomplishment after completing a challenging workout.,Accomplishment,2022-06-30 07:00:00,FitnessAchiever,Facebook,#Accomplishment #FitnessSuccess,22.0,45.0,Australia,2022,6,30,7,Australia,Oceania
370,374,Curiosity piqued by the mysteries of an ancient archaeological site.,Curiosity,2015-11-08 10:00:00,ArchaeologyEnthusiast,Facebook,#Curiosity #AncientMysteries,18.0,35.0,Australia,2015,11,8,10,Australia,Oceania
375,379,Chasing dreams like a kite soaring high in the vast open sky.,DreamChaser,2021-02-28 13:00:00,SkyDreamer,Twitter,#DreamChaser #SkyHighDreams,30.0,60.0,Australia,2021,2,28,13,Australia,Oceania
395,399,Soaring like a free spirit on the winds of a coastal cliff.,Freedom,2021-02-28 13:00:00,CoastalExplorer,Twitter,#Freedom #CoastalAdventure,30.0,60.0,Australia,2021,2,28,13,Australia,Oceania
411,415,Curiosity awakened by the mysteries of an ancient archaeological site.,Curiosity,2015-11-08 10:00:00,ArchaeologyEnthusiast,Instagram,#Curiosity #AncientMysteries,18.0,35.0,Australia,2015,11,8,10,Australia,Oceania
417,421,Spark of inspiration ignites like a shooting star in the night sky.,Spark,2018-02-10 23:30:00,NightSkyWatcher,Facebook,#Spark #InspirationIgnited,30.0,60.0,Australia,2018,2,10,23,Australia,Oceania
424,428,"Despair clouds the mind, feeling adrift in an endless sea of darkness.",Despair,2016-05-15 22:30:00,LostInDarkness,Instagram,#Despair #EndlessDarkness,28.0,55.0,Australia,2016,5,15,22,Australia,Oceania
435,439,"Bitterness like a poison, seeping into every crevice of the wounded heart.",Bitterness,2015-12-15 16:15:00,PoisonedHeart,Facebook,#Bitterness #WoundedHeart,25.0,50.0,Australia,2015,12,15,16,Australia,Oceania
441,445,"Shattered by the echoes of a shattered dream, fragments of hope scattered.",Desolation,2017-09-10 19:15:00,DreamEchoes,Twitter,#Desolation #ScatteredHope,20.0,40.0,Australia,2017,9,10,19,Australia,Oceania
453,457,"In the labyrinth of despair, the echoes of a broken heart reverberate endlessly.",Despair,2017-03-28 22:00:00,EndlessLabyrinth,Facebook,#Despair #EndlessReverberation,28.0,55.0,Australia,2017,3,28,22,Australia,Oceania
468,472,"Whispers of lost love linger in the attic of the heart, forgotten but not erased.",Loss,2019-09-10 21:00:00,HeartAttic,Twitter,#Loss #ForgottenLove,22.0,45.0,Australia,2019,9,10,21,Australia,Oceania
474,478,"Chasing dreams under the vibrant sky, a journey fueled by hope and enthusiasm.",Enthusiasm,2019-10-28 14:15:00,DreamChaser,Instagram,#Enthusiasm #HopefulJourney,30.0,60.0,Australia,2019,10,28,14,Australia,Oceania
484,488,"A surprise gift, wrapped in anticipation, unfolds a moment of delight and wonder.",Surprise,2023-02-05 19:30:00,WrappedDelight,Twitter,#Surprise #WonderfulMoment,25.0,50.0,Australia,2023,2,5,19,Australia,Oceania
534,538,"At the film festival, the indie filmmaker's creation receives a standing ovation, evoking pride and a sense of accomplishment.",Pride,2017-09-18 21:45:00,IndieFilmmakerFestivalSuccess,Twitter,#Pride #IndieFilmSuccess,22.0,45.0,Australia,2017,9,18,21,Australia,Oceania
558,562,"Despite meticulous training, the swimmer faces disappointment as a split-second miscalculation costs them the lead in a crucial race.",Miscalculation,2015-06-28 20:00:00,SwimmingEnthusiastRaceSetback,Instagram,#Miscalculation #SwimmingDisappointment,28.0,55.0,Australia,2015,6,28,20,Australia,Oceania
570,574,"Capturing the essence of a bustling market, the photographer freezes moments in time, each frame telling a unique and vibrant story.",Vibrancy,2019-03-22 21:45:00,PhotographyEnthusiastMarketMoments,Instagram,#Vibrancy #MarketStories,22.0,45.0,Australia,2019,3,22,21,Australia,Oceania
575,579,"Surrounded by the vibrant colors of a flower garden, the gardener nurtures blossoms, finding joy in the beauty of nature's ever-changing canvas.",Nature's Beauty,2020-05-15 18:30:00,GardeningEnthusiastFlowerGarden,Instagram,#NaturesBeauty #FloralJoy,28.0,55.0,Australia,2020,5,15,18,Australia,Oceania
