Unnamed: 0.1,Unnamed: 0,Text,Sentiment,Timestamp,User,Platform,Hashtags,Retweets,Likes,Country,Year,Month,Day,Hour
123,125,Elation after a surprise reunion with old friends.,Elation,2020-04-02 09:30:00,JoyfulReunion2,Instagram,#Elation #OldFriends,25.0,50.0,Canada,2020,4,2,9
126,128,Serenity found in the pages of a favorite book.,Serenity,2011-09-22 19:30:00,BookLover3,Instagram,#Serenity #BookTime,22.0,45.0,UK,2011,9,22,19
129,131,Empowerment through learning and personal growth.,Empowerment,2014-07-20 11:30:00,GrowthSeeker,Instagram,#Empowerment #PersonalGrowth,25.0,50.0,USA,2014,7,20,11
132,134,Arousal of excitement for an upcoming adventure.,Arousal,2017-04-30 11:30:00,AdventureAwaits,Instagram,#Arousal #AdventureTime,20.0,40.0,Australia,2017,4,30,11
135,137,Reverence for the artistry displayed in a museum.,Reverence,2020-11-11 15:00:00,ArtAppreciator,Instagram,#Reverence #ArtAppreciation,18.0,35.0,UK,2020,11,11,15
138,140,The euphoria of a surprise birthday celebration.,Euphoria,2018-11-05 21:45:00,BirthdayJoy,Instagram,#Euphoria #BirthdaySurprise,15.0,30.0,UK,2018,11,5,21
141,143,Gratitude for the supportive community around me.,Gratitude,2013-04-20 10:30:00,CommunityLove,Instagram,#Gratitude #CommunitySupport,30.0,60.0,USA,2013,4,20,10
144,146,Compassion shown through acts of kindness in the community.,Compassion,2019-01-15 14:50:00,KindnessInAction,Instagram,#Compassion #CommunityKindness,18.0,35.0,Australia,2019,1,15,14
147,149,Enthusiasm for a new artistic project in the works.,Enthusiasm,2020-09-17 16:30:00,ArtisticSpirit,Instagram,#Enthusiasm #ArtisticProject,15.0,30.0,USA,2020,9,17,16
150,152,Elation after achieving a fitness milestone.,Elation,2019-06-15 10:00:00,FitnessAchiever2,Instagram,#Elation #FitnessMilestone,25.0,50.0,UK,2019,6,15,10
153,155,Serenity found in the beauty of a sunset by the sea.,Serenity,2011-07-22 18:30:00,SunsetWatcher2,Instagram,#Serenity #SunsetViews,22.0,45.0,Canada,2011,7,22,18
156,158,Empowerment through learning a new skill.,Empowerment,2014-07-10 13:15:00,SkillEmpower,Instagram,#Empowerment #SkillBuilding,25.0,50.0,India,2014,7,10,13
159,161,Arousal of excitement for an upcoming festival.,Arousal,2017-09-25 11:30:00,FestivalFan,Instagram,#Arousal #FestivalExcitement,20.0,40.0,UK,2017,9,25,11
162,164,Reverence for the wonders of nature on a hiking trail.,Reverence,2020-05-11 15:00:00,NatureAdmirer,Instagram,#Reverence #NatureExploration,18.0,35.0,USA,2020,5,11,15
165,167,"Overwhelmed by grief, missing a loved one dearly.",Grief,2022-07-05 15:45:00,MourningHeart,Instagram,#Grief #Loss,8.0,15.0,Canada,2022,7,5,15
168,170,Resentment building up over past betrayals.,Resentment,2018-05-22 14:45:00,BitterHeart,Instagram,#Resentment #Bitterness,7.0,15.0,Australia,2018,5,22,14
171,173,"Anxiety grips my heart, worry clouds my thoughts.",Anxiety,2019-04-15 09:00:00,WorriedMind,Instagram,#Anxiety #Worry,12.0,25.0,UK,2019,4,15,9
174,176,Envy eats away at me as I see others' prosperity.,Envy,2018-11-07 11:30:00,CovetousMind,Instagram,#Envy #Desire,10.0,20.0,Canada,2018,11,7,11
177,179,"Drowning in despair, hope slipping through my fingers.",Despair,2016-04-02 20:20:00,HopelessHeart,Instagram,#Despair #Hopeless,10.0,20.0,USA,2016,4,2,20
180,182,"Jealousy gnaws at my confidence, a toxic emotion.",Jealousy,2018-06-03 16:30:00,SelfDoubt,Instagram,#Jealousy #Insecurity,8.0,15.0,India,2018,6,3,16
183,185,"Boredom settles like dust, life feels mundane.",Boredom,2016-11-28 19:00:00,MundaneHeart,Instagram,#Boredom #Monotony,7.0,15.0,Canada,2016,11,28,19
186,188,"Helplessness engulfs me, drowning in a sea of problems.",Helplessness,2019-05-08 14:20:00,OverwhelmedSoul,Instagram,#Helplessness #Struggling,8.0,15.0,Australia,2019,5,8,14
189,191,Disgust at the corruption that stains society.,Disgust,2016-07-01 09:45:00,CorruptedHeart,Instagram,#Disgust #Corruption,7.0,15.0,UK,2016,7,1,9
192,194,"Loneliness echoes in empty spaces, yearning for connection.",Loneliness,2019-09-12 18:10:00,EchoingSoul,Instagram,#Loneliness #YearningForConnection,15.0,30.0,Australia,2019,9,12,18
195,197,"Frustration escalates, a thunderstorm of emotions.",Frustration,2022-04-05 14:45:00,ThunderingMind,Instagram,#Frustration #EmotionalOutburst,12.0,25.0,UK,2022,4,5,14
198,200,"Lost in the vast sea of information, an indifferent wave in the digital ocean.",Indifference,2022-11-28 17:30:00,ApatheticObserver,Instagram,#Indifference #DigitalOverload,7.0,15.0,Canada,2022,11,28,17
201,203,"Gazing at the sunset, a melancholic longing for moments that slip through the fingers of time.",Melancholy,2019-06-18 20:45:00,SunsetDreamer,Instagram,#Melancholy #SunsetMoments,12.0,25.0,Australia,2019,6,18,20
204,206,"Embracing the ebb and flow of life, finding acceptance in the dance of existence.",Acceptance,2023-01-10 16:20:00,ZenLifestyle,Instagram,#Acceptance #LifeJourney,15.0,30.0,UK,2023,1,10,16
207,209,"Curiosity leading me down the rabbit hole of knowledge, a perpetual student in life's classroom.",Curiosity,2022-10-08 08:15:00,EternalLearner,Instagram,#Curiosity #KnowledgeQuest,20.0,40.0,USA,2022,10,8,8
210,212,"Numb to the chaos, emotions locked away, a stoic facade concealing the inner turmoil.",Numbness,2019-12-28 14:30:00,StoicSoul,Instagram,#Numbness #StoicFacade,8.0,15.0,Australia,2019,12,28,14
213,215,"A tapestry of conflicting feelings, weaving through uncertainty, caught in the threads of ambivalence.",Ambivalence,2022-01-05 10:30:00,ThreadWeaver,Instagram,#Ambivalence #ConflictingFeelings,12.0,25.0,UK,2022,1,5,10
216,218,"Tranquil moments by the ocean, serenity washing over, a peaceful retreat within the waves' embrace.",Serenity,2020-04-12 19:30:00,OceanSoul,Instagram,#Serenity #OceanRetreat,25.0,50.0,Canada,2020,4,12,19
219,221,"Wrestling with thoughts, a perplexed mind lost in the labyrinth of life's complexities.",Confusion,2020-08-05 12:15:00,ComplexThinker,Instagram,#Confusion #PerplexedMind,14.0,28.0,Australia,2020,8,5,12
222,224,"Flipping through the pages of an old yearbook, nostalgia painting smiles and tears on my face.",Nostalgia,2017-06-18 14:45:00,YearbookExplorer,Instagram,#Nostalgia #YearbookMemories,12.0,25.0,India,2017,6,18,14
225,227,"A fiery determination burning within, fueled by the vision of reaching unparalleled heights.",Determination,2021-09-10 14:45:00,VisionarySpirit,Instagram,#Determination #UnparalleledHeights,20.0,40.0,UK,2021,9,10,14
227,231,"Indifferent to the noise of the world, a silent observer in the midst of life's cacophony.",Indifference,2023-03-10 16:30:00,SilentSpectator,Instagram,#Indifference #SilentObserver,9.0,18.0,India,2023,3,10,16
230,234,"Melancholy painting the world in hues of nostalgia, a canvas of bittersweet memories.",Melancholy,2020-01-05 20:00:00,CanvasDreamer,Instagram,#Melancholy #BittersweetMemories,13.0,26.0,USA,2020,1,5,20
233,237,"Embracing imperfections, finding acceptance in the mosaic of life's beautiful chaos.",Acceptance,2021-07-20 16:20:00,MosaicDreamer,Instagram,#Acceptance #BeautifulChaos,18.0,36.0,Australia,2021,7,20,16
236,240,"Curiosity driving the exploration of the unknown, a seeker of knowledge in uncharted territories.",Curiosity,2022-05-08 08:45:00,SeekerOfUnknowns,Instagram,#Curiosity #SeekerOfKnowledge,22.0,45.0,UK,2022,5,8,8
239,243,"Wrapped in the cloak of emotional numbness, a shield against the storms of life's turbulence.",Numbness,2021-11-30 15:30:00,TurbulentShield,Instagram,#Numbness #EmotionalStorms,10.0,20.0,Canada,2021,11,30,15
242,246,"Ambivalence in the air, caught between the crossroads of conflicting emotions and decisions.",Ambivalence,2022-08-05 11:30:00,CrossroadsExplorer,Instagram,#Ambivalence #CrossroadsConfusion,15.0,30.0,Canada,2022,8,5,11
245,249,"Immerse in the serenity of a moonlit night, where the quiet whispers of nature bring peace to the soul.",Serenity,2020-05-12 19:30:00,MoonlitSoul,Instagram,#Serenity #MoonlitPeace,25.0,50.0,USA,2020,5,12,19
247,251,"Wrapped in the cloak of emotional numbness, a shield against the storms of life's turbulence.",Numbness,2021-11-30 15:30:00,TurbulentShield,Instagram,#Numbness #EmotionalStorms,10.0,20.0,Canada,2021,11,30,15
250,254,"Gazing towards the horizon with hopeful eyes, painting a canvas of dreams illuminated by the sun of optimism.",Hopeful,2022-04-18 08:00:00,DreamPainter,Instagram,#Hopeful #CanvasOfDreams,12.0,24.0,India,2022,4,18,8
253,257,"Extending a hand, empathetic threads weaving a tapestry of understanding, embracing the joys and sorrows of others.",Empathetic,2018-04-03 14:15:00,ThreadWeaver,Instagram,#Empathetic #TapestryOfUnderstanding,15.0,30.0,UK,2018,4,3,14
256,260,"Soaring on the wings of a free spirit, unburdened by the chains of conformity, painting the sky with independence.",Free-spirited,2021-08-15 11:10:00,SkyPainter,Instagram,#FreeSpirit #PaintingTheSky,20.0,40.0,India,2021,8,15,11
259,263,"Striding with confidence, footprints of self-assuredness imprinted on the sands of challenges conquered and victories claimed.",Confident,2022-02-15 13:15:00,SandStrider,Instagram,#Confident #FootprintsOfAssuredness,25.0,50.0,Australia,2022,2,15,13
261,265,"Unveiling the layers of curiosity, a labyrinth of questions leading to the treasure troves of undiscovered knowledge.",Curiosity,2020-11-29 14:45:00,KnowledgeSeeker,Instagram,#Curiosity #LabyrinthOfQuestions,17.0,34.0,USA,2020,11,29,14
264,268,"With a zestful heart, sprinting through fields of enthusiasm, chasing sunbeams and laughter in the meadows of joy.",Zest,2023-03-30 16:30:00,MeadowSprinter,Instagram,#Zest #FieldsOfEnthusiasm,16.0,32.0,India,2023,3,30,16
267,271,"Embraced by the hopeful dawn, a gardener sowing seeds of optimism, tending to the blooms of a brighter tomorrow.",Hopeful,2022-07-17 06:15:00,DawnGardener,Instagram,#Hopeful #SeedsOfOptimism,14.0,28.0,UK,2022,7,17,6
270,274,"Navigating the river of contentment, a serene boat cruise through the tranquil waters of inner peace and acceptance.",Contentment,2019-04-27 09:50:00,RiverNavigator,Instagram,#Contentment #TranquilWaters,20.0,40.0,Canada,2019,4,27,9
273,277,"Bathed in the golden hues of gratefulness, a sunset of appreciation casting its warm glow on the landscapes of the heart.",Grateful,2022-04-01 18:30:00,SunsetAdmirer,Instagram,#Grateful #GoldenHues,19.0,38.0,Australia,2022,4,1,18
276,280,"Playfully juggling responsibilities, a circus performer balancing the acts of work and joy, tossing laughter into the air.",Playful,2019-11-18 15:15:00,JugglingArtist,Instagram,#Playful #JugglingResponsibilities,25.0,50.0,USA,2019,11,18,15
279,283,"A compassionate rain, tears of empathy falling gently, nurturing the seeds of kindness in the garden of human connections.",Compassionate,2021-07-01 12:10:00,RainNurturer,Instagram,#Compassionate #TearsOfEmpathy,21.0,42.0,Canada,2021,7,1,12
281,285,"Embraced by the hopeful dawn, a gardener sowing seeds of optimism, tending to the blooms of a brighter tomorrow.",Hopeful,2022-07-17 06:15:00,DawnGardener,Instagram,#Hopeful #SeedsOfOptimism,14.0,28.0,UK,2022,7,17,6
284,288,"Navigating the river of contentment, a serene boat cruise through the tranquil waters of inner peace and acceptance.",Contentment,2019-04-27 09:50:00,RiverNavigator,Instagram,#Contentment #TranquilWaters,20.0,40.0,Canada,2019,4,27,9
287,291,"Bathed in the golden hues of gratefulness, a sunset of appreciation casting its warm glow on the landscapes of the heart.",Grateful,2022-04-01 18:30:00,SunsetAdmirer,Instagram,#Grateful #GoldenHues,19.0,38.0,Australia,2022,4,1,18
290,294,"Playfully juggling responsibilities, a circus performer balancing the acts of work and joy, tossing laughter into the air.",Playful,2019-11-18 15:15:00,JugglingArtist,Instagram,#Playful #JugglingResponsibilities,25.0,50.0,USA,2019,11,18,15
293,297,"A compassionate rain, tears of empathy falling gently, nurturing the seeds of kindness in the garden of human connections.",Compassionate,2021-07-01 12:10:00,RainNurturer,Instagram,#Compassionate #TearsOfEmpathy,21.0,42.0,Canada,2021,7,1,12
295,299,"Embraced by the hopeful dawn, a gardener sowing seeds of optimism, tending to the blooms of a brighter tomorrow.",Hopeful,2022-07-17 06:15:00,DawnGardener,Instagram,#Hopeful #SeedsOfOptimism,14.0,28.0,India,2022,7,17,6
297,301,"Drowning in the abyss of despair, a heart shattered into fragments, lost in the echoing silence of hopelessness.",Despair,2021-09-15 16:00:00,ShatteredHeart,Instagram,#Despair #EchoingSilence,8.0,16.0,Canada,2021,9,15,16
300,304,"Yearning for a touch that's not there, echoes of a distant warmth haunting the heart in the cold embrace of solitude.",Yearning,2020-11-02 19:30:00,ColdEmbrace,Instagram,#Yearning #DistantWarmth,10.0,20.0,Australia,2020,11,2,19
303,307,"Overwhelmed by the weight of the world, Atlas with trembling shoulders, each responsibility a boulder in the landscape of exhaustion.",Overwhelmed,2021-06-25 17:50:00,AtlasBearer,Instagram,#Overwhelmed #BouldersOfExhaustion,22.0,44.0,Canada,2021,6,25,17
306,310,"Frustrated fingers tapping on the keyboard, a symphony of annoyance composing an unsolvable puzzle of unmet expectations.",Frustrated,2020-12-17 09:20:00,PuzzleComposer,Instagram,#Frustrated #UnsolvablePuzzle,12.0,24.0,India,2020,12,17,9
309,313,"Shattered dreams lie on the floor like fragments of glass, a mosaic of disappointment crafted by the hands of frustration.",Frustrated,2022-01-07 11:10:00,DreamMosaic,Instagram,#Frustrated #MosaicOfDisappointment,15.0,30.0,Canada,2022,1,7,11
312,316,"Bitterness, a bitter aftertaste lingering on the tongue, each word a reminder of wounds that refuse to heal with the passing of time.",Bitterness,2020-04-05 16:20:00,LingeringTaste,Instagram,#Bitterness #BitterAftertaste,10.0,20.0,India,2020,4,5,16
315,319,"Devastated by the revelation of betrayal, the trust shattered like fragile glass, leaving shards of pain in its wake.",Devastated,2022-05-20 14:50:00,FragileTrust,Instagram,#Devastated #ShatteredTrust,25.0,50.0,Canada,2022,5,20,14
318,322,"Dismissive gestures, a curtain drawn to shield the vulnerability, a stage where emotions take a backseat to the performance of indifference.",Dismissive,2018-08-18 14:40:00,CurtainShield,Instagram,#Dismissive #IndifferencePerformance,12.0,24.0,Australia,2018,8,18,14
321,325,"Loneliness, a solitary moon in a starless sky, casting a cold glow on the landscape of isolation, where echoes bounce in empty spaces.",Loneliness,2017-12-01 18:50:00,SolitaryMoon,Instagram,#Loneliness #StarlessSky,18.0,36.0,USA,2017,12,1,18
324,328,"Apprehensive whispers in the wind, a forecast of uncertainty, the mind's weather vane spinning wildly in the storm of doubt.",Apprehensive,2021-06-10 10:00:00,WindWhisperer,Instagram,#Apprehensive #StormOfDoubt,14.0,28.0,Canada,2021,6,10,10
327,331,"Devastated, a heart in ruins, the echoes of shattered dreams reverberating in the chambers, a requiem for what once was whole.",Devastated,2022-10-28 11:15:00,RuinedHeart,Instagram,#Devastated #EchoesOfShatteredDreams,25.0,50.0,Australia,2022,10,28,11
330,334,"Dismissive gestures, a curtain drawn to shield the vulnerability, a stage where emotions take a backseat to the performance of indifference.",Dismissive,2018-08-18 14:00:00,IndifferentFort,Instagram,#Dismissive #IndifferencePerformance,12.0,24.0,Australia,2018,8,18,14
333,337,Awe-struck by the breathtaking sunrise over the mountains.,Awe,2022-04-03 06:15:00,NatureAdmirer,Instagram,#Awe #BreathtakingSunrise,28.0,55.0,USA,2022,4,3,6
336,340,Thrilled to witness the grandeur of a cultural festival.,Thrill,2020-09-15 14:45:00,CultureEnthusiast,Instagram,#Thrill #CulturalCelebration,40.0,80.0,India,2020,9,15,14
339,343,Excitement builds as the countdown to a long-awaited vacation begins.,Excitement,2023-01-10 12:00:00,VacationDreamer,Instagram,#Excitement #VacationCountdown,30.0,60.0,France,2023,1,10,12
341,345,Bittersweet emotions arise while bidding farewell to a dear friend.,Bittersweet,2020-03-15 18:30:00,FarewellSender,Instagram,#Bittersweet #Farewell,20.0,40.0,Japan,2020,3,15,18
343,347,Admiration for the intricate details of a handcrafted masterpiece.,Admiration,2019-08-20 16:00:00,CraftEnthusiast,Instagram,#Admiration #HandcraftedArt,25.0,50.0,USA,2019,8,20,16
345,349,Inspiration strikes while observing the colors of a vibrant sunset.,Inspiration,2020-06-10 20:45:00,SunsetWatcher,Instagram,#Inspiration #ColorfulSunset,30.0,60.0,UK,2020,6,10,20
348,352,Feeling empowered after conquering a challenging hiking trail.,Empowerment,2018-09-05 14:20:00,HikingExplorer,Instagram,#Empowerment #HikingAdventure,35.0,70.0,USA,2018,9,5,14
351,355,Joyful reunion with long-lost friends after years of separation.,JoyfulReunion,2020-11-18 17:10:00,FriendshipRenewal,Instagram,#JoyfulReunion #Friendship,20.0,40.0,India,2020,11,18,17
354,358,Feeling blessed for the supportive community in times of need.,Blessed,2021-09-10 09:45:00,CommunityHelper,Instagram,#Blessed #SupportiveCommunity,18.0,35.0,UK,2021,9,10,9
357,361,Reflecting on personal growth achieved through life experiences.,Reflection,2019-03-08 18:30:00,GrowthSeeker,Instagram,#Reflection #PersonalGrowth,35.0,70.0,USA,2019,3,8,18
360,364,Confidence soars after overcoming public speaking anxiety.,Confidence,2020-04-02 17:30:00,PublicSpeaker,Instagram,#Confidence #OvercomingAnxiety,15.0,30.0,USA,2020,4,2,17
363,367,Surprise and delight at discovering a hidden gem in the city.,Surprise,2019-10-18 16:45:00,CityExplorer,Instagram,#Surprise #HiddenGem,18.0,35.0,UK,2019,10,18,16
366,370,Optimism for a bright future amidst challenging times.,Optimism,2021-07-05 09:30:00,FutureOptimist,Instagram,#Optimism #BrightFuture,20.0,40.0,Canada,2021,7,5,9
369,373,Elation over discovering a rare book in a quaint bookstore.,Elation,2018-09-22 16:30:00,Bookworm,Instagram,#Elation #RareBookDiscovery,40.0,80.0,USA,2018,9,22,16
371,375,Mesmerized by the cosmic dance of fireflies on a moonlit night.,Enchantment,2022-08-10 22:00:00,NightSkyObserver,Instagram,#Enchantment #CosmicFireflies,25.0,50.0,Brazil,2022,8,10,22
374,378,Enveloped in serenity while practicing mindfulness by the lake.,Mindfulness,2017-10-20 08:15:00,ZenSeeker,Instagram,#Mindfulness #LakeTranquility,35.0,70.0,Canada,2017,10,20,8
377,381,Whimsical delight in a world of fairy tales and magical creatures.,Whimsy,2016-03-08 14:20:00,FairyTaleExplorer,Instagram,#Whimsy #MagicalWorld,20.0,40.0,USA,2016,3,8,14
380,384,Harmony resonates as musicians play a melody of unity and togetherness.,Harmony,2019-11-30 19:30:00,MusicHarmonist,Instagram,#Harmony #MusicalUnity,35.0,70.0,Sweden,2019,11,30,19
383,387,A sense of wonder at the vastness of the cosmos on a stargazing night.,Wonder,2018-07-08 23:00:00,CosmosExplorer,Instagram,#Wonder #StargazingAdventure,40.0,80.0,South Africa,2018,7,8,23
386,390,Savoring the warmth of a cup of cocoa on a chilly winter evening.,Coziness,2020-01-12 18:00:00,WinterWarmth,Instagram,#Coziness #WarmWinterEvening,30.0,60.0,Switzerland,2020,1,12,18
389,393,Euphoria floods in as the final puzzle piece clicks into place.,Euphoria,2022-06-08 15:30:00,PuzzleSolver,Instagram,#Euphoria #PuzzleCompletion,20.0,40.0,Denmark,2022,6,8,15
391,395,Captivated by the ethereal beauty of a field filled with fireflies.,Enchantment,2022-08-10 22:00:00,NightSkyObserver,Instagram,#Enchantment #FireflyField,25.0,50.0,Brazil,2022,8,10,22
394,398,Exploring the universe within during a mindful meditation session.,InnerJourney,2017-10-20 08:15:00,MindfulExplorer,Instagram,#InnerJourney #MeditationBliss,35.0,70.0,Canada,2017,10,20,8
397,401,Whimsical delight in a world of whimsical fairy tales.,Whimsy,2016-03-08 14:20:00,FairyTaleAdventurer,Instagram,#Whimsy #FairyTaleMagic,20.0,40.0,USA,2016,3,8,14
400,404,Harmony resonates as musicians play a symphony of unity.,Harmony,2019-11-30 19:30:00,MusicHarmonist,Instagram,#Harmony #MusicalUnity,35.0,70.0,Sweden,2019,11,30,19
403,407,Awe-inspired by the vastness of the cosmos on a stargazing night.,Wonder,2018-07-08 23:00:00,CosmosExplorer,Instagram,#Wonder #StargazingAdventure,40.0,80.0,South Africa,2018,7,8,23
406,410,Savoring the warmth of a cup of cocoa on a chilly winter evening.,Coziness,2020-01-12 18:00:00,WinterWarmth,Instagram,#Coziness #WarmWinterEvening,30.0,60.0,Switzerland,2020,1,12,18
409,413,Euphoria floods in as the final puzzle piece fits perfectly.,Euphoria,2022-06-08 15:30:00,PuzzleSolver,Instagram,#Euphoria #PerfectPuzzle,20.0,40.0,Denmark,2022,6,8,15
411,415,Curiosity awakened by the mysteries of an ancient archaeological site.,Curiosity,2015-11-08 10:00:00,ArchaeologyEnthusiast,Instagram,#Curiosity #AncientMysteries,18.0,35.0,Australia,2015,11,8,10
